Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   29 6.045 6.006 5.933 5.839 5.727 5.598 5.452 5.289 5.111 4.915 4.699 4.466 4.212 3.932 3.622 3.281 2.893 2.451 1.929 1.212 0.000 0.000 0.000 0.000 0.000
   30 6.048 6.008 5.935 5.841 5.729 5.601 5.456 5.295 5.119 4.922 4.713 4.482 4.231 3.956 3.652 3.317 2.942 2.514 2.015 1.363 0.000 0.000 0.000 0.000 0.000
   31 6.056 6.016 5.943 5.849 5.738 5.608 5.465 5.305 5.130 4.937 4.730 4.501 4.253 3.983 3.685 3.360 2.991 2.578 2.094 1.485 0.000 0.000 0.000 0.000 0.000
   32 6.067 6.027 5.955 5.861 5.749 5.622 5.479 5.320 5.145 4.954 4.749 4.522 4.279 4.012 3.720 3.397 3.039 2.636 2.167 1.595 0.529 0.000 0.000 0.000 0.000
   33 6.083 6.043 5.971 5.877 5.767 5.640 5.497 5.339 5.166 4.979 4.772 4.547 4.306 4.041 3.753 3.436 3.081 2.685 2.232 1.679 0.762 0.000 0.000 0.000 0.000
   34 6.102 6.062 5.991 5.898 5.789 5.661 5.520 5.362 5.190 5.003 4.799 4.577 4.336 4.075 3.786 3.473 3.124 2.732 2.286 1.754 0.909 0.000 0.000 0.000 0.000
   35 6.123 6.085 6.014 5.922 5.812 5.687 5.546 5.390 5.218 5.031 4.828 4.608 4.367 4.106 3.820 3.506 3.162 2.773 2.331 1.815 1.012 0.000 0.000 0.000 0.000
   36 6.148 6.109 6.039 5.948 5.839 5.715 5.573 5.418 5.248 5.060 4.857 4.637 4.396 4.134 3.851 3.538 3.193 2.808 2.373 1.861 1.085 0.000 0.000 0.000 0.000
   37 6.173 6.136 6.067 5.977 5.868 5.745 5.605 5.448 5.279 5.090 4.887 4.667 4.426 4.167 3.881 3.571 3.226 2.837 2.406 1.894 1.130 0.000 0.000 0.000 0.000
   38 6.200 6.164 6.095 6.005 5.898 5.775 5.636 5.481 5.311 5.123 4.920 4.698 4.459 4.197 3.912 3.598 3.254 2.869 2.441 1.925 1.161 0.000 0.000 0.000 0.000
   39 6.227 6.192 6.124 6.035 5.929 5.807 5.668 5.512 5.342 5.155 4.952 4.732 4.489 4.227 3.941 3.625 3.276 2.891 2.468 1.952 1.184 0.000 0.000 0.000 0.000
   40 6.254 6.219 6.152 6.065 5.959 5.837 5.699 5.543 5.373 5.188 4.983 4.761 4.520 4.255 3.966 3.650 3.301 2.917 2.489 1.969 1.193 0.000 0.000 0.000 0.000
   41 6.280 6.245 6.180 6.093 5.988 5.867 5.728 5.575 5.405 5.218 5.013 4.790 4.547 4.282 3.991 3.674 3.326 2.937 2.510 1.986 1.197 0.000 0.000 0.000 0.000
   42 6.304 6.270 6.205 6.118 6.014 5.893 5.756 5.602 5.432 5.245 5.042 4.817 4.574 4.306 4.018 3.698 3.343 2.955 2.531 1.999 1.205 0.000 0.000 0.000 0.000
   43 6.325 6.292 6.228 6.142 6.039 5.918 5.781 5.628 5.458 5.271 5.068 4.843 4.597 4.330 4.038 3.719 3.367 2.975 2.552 2.016 1.210 0.000 0.000 0.000 0.000
   44 6.344 6.311 6.247 6.163 6.059 5.940 5.803 5.651 5.481 5.292 5.088 4.864 4.618 4.353 4.059 3.740 3.381 2.993 2.569 2.029 1.223 0.000 0.000 0.000 0.000
   45 6.360 6.327 6.264 6.180 6.077 5.957 5.820 5.669 5.499 5.312 5.106 4.882 4.638 4.371 4.077 3.754 3.399 3.011 2.587 2.047 1.241 0.000 0.000 0.000 0.000
   46 6.372 6.339 6.277 6.193 6.090 5.972 5.835 5.682 5.512 5.327 5.121 4.897 4.651 4.386 4.092 3.772 3.418 3.029 2.606 2.066 1.264 0.000 0.000 0.000 0.000
   47 6.380 6.348 6.285 6.201 6.100 5.980 5.845 5.692 5.524 5.337 5.131 4.909 4.663 4.399 4.104 3.781 3.430 3.045 2.621 2.085 1.300 0.000 0.000 0.000 0.000
   48 6.385 6.352 6.289 6.206 6.104 5.985 5.850 5.697 5.529 5.342 5.138 4.914 4.673 4.406 4.114 3.795 3.443 3.058 2.642 2.114 1.342 0.000 0.000 0.000 0.000
   49 6.385 6.353 6.290 6.206 6.104 5.986 5.849 5.698 5.531 5.344 5.141 4.918 4.675 4.410 4.121 3.805 3.457 3.072 2.660 2.140 1.393 0.000 0.000 0.000 0.000
   50 6.382 6.349 6.287 6.203 6.101 5.981 5.845 5.695 5.526 5.343 5.140 4.918 4.677 4.415 4.126 3.810 3.465 3.090 2.678 2.170 1.453 0.000 0.000 0.000 0.000
   51 6.375 6.342 6.279 6.194 6.092 5.973 5.838 5.685 5.520 5.335 5.131 4.914 4.673 4.411 4.128 3.814 3.473 3.098 2.694 2.202 1.506 0.000 0.000 0.000 0.000
   52 6.364 6.331 6.268 6.183 6.080 5.961 5.825 5.675 5.507 5.325 5.124 4.904 4.668 4.409 4.126 3.819 3.481 3.110 2.713 2.230 1.563 0.000 0.000 0.000 0.000
   53 6.351 6.317 6.253 6.167 6.064 5.945 5.810 5.659 5.492 5.310 5.111 4.894 4.658 4.401 4.124 3.817 3.486 3.118 2.725 2.253 1.616 0.136 0.000 0.000 0.000
   54 6.334 6.300 6.235 6.150 6.046 5.925 5.790 5.640 5.475 5.293 5.094 4.879 4.645 4.391 4.114 3.813 3.482 3.125 2.732 2.272 1.661 0.468 0.000 0.000 0.000
   55 6.315 6.281 6.215 6.128 6.025 5.905 5.770 5.620 5.453 5.271 5.074 4.861 4.630 4.376 4.105 3.804 3.480 3.119 2.734 2.290 1.695 0.620 0.000 0.000 0.000
   56 6.294 6.259 6.193 6.106 6.002 5.880 5.745 5.595 5.430 5.248 5.051 4.838 4.607 4.361 4.087 3.792 3.468 3.115 2.729 2.289 1.711 0.703 0.000 0.000 0.000
   57 6.272 6.236 6.169 6.081 5.976 5.855 5.719 5.570 5.403 5.223 5.026 4.816 4.584 4.336 4.068 3.773 3.452 3.099 2.713 2.277 1.708 0.726 0.000 0.000 0.000
   58 6.248 6.212 6.144 6.056 5.950 5.828 5.693 5.542 5.375 5.195 5.002 4.789 4.560 4.309 4.041 3.749 3.428 3.075 2.689 2.254 1.680 0.689 0.000 0.000 0.000
   59 6.224 6.188 6.119 6.029 5.923 5.802 5.665 5.514 5.347 5.167 4.972 4.757 4.528 4.280 4.011 3.717 3.396 3.043 2.650 2.210 1.632 0.574 0.000 0.000 0.000
   60 6.201 6.163 6.094 6.005 5.897 5.775 5.637 5.485 5.319 5.137 4.940 4.727 4.496 4.245 3.974 3.679 3.354 2.994 2.597 2.149 1.551 0.282 0.000 0.000 0.000
   61 6.178 6.140 6.070 5.979 5.872 5.748 5.611 5.458 5.290 5.106 4.907 4.692 4.461 4.204 3.933 3.632 3.304 2.937 2.529 2.069 1.432 0.000 0.000 0.000 0.000
   62 6.156 6.118 6.048 5.957 5.848 5.724 5.584 5.430 5.258 5.075 4.874 4.656 4.420 4.164 3.884 3.580 3.242 2.867 2.448 1.956 1.264 0.000 0.000 0.000 0.000
   63 6.136 6.097 6.027 5.935 5.826 5.700 5.560 5.403 5.231 5.046 4.841 4.618 4.380 4.115 3.832 3.519 3.171 2.782 2.348 1.824 1.026 0.000 0.000 0.000 0.000
   64 6.117 6.079 6.008 5.916 5.806 5.679 5.537 5.380 5.205 5.016 4.809 4.580 4.336 4.069 3.774 3.449 3.090 2.687 2.226 1.658 0.643 0.000 0.000 0.000 0.000
   65 6.101 6.063 5.992 5.899 5.789 5.661 5.518 5.358 5.181 4.989 4.775 4.544 4.293 4.017 3.714 3.382 3.004 2.583 2.091 1.451 0.000 0.000 0.000 0.000 0.000
   66 6.088 6.050 5.979 5.886 5.775 5.647 5.502 5.340 5.160 4.962 4.747 4.511 4.252 3.969 3.657 3.306 2.914 2.464 1.942 1.193 0.000 0.000 0.000 0.000 0.000
   67 6.077 6.039 5.968 5.876 5.765 5.635 5.489 5.325 5.142 4.942 4.722 4.482 4.216 3.922 3.598 3.234 2.822 2.352 1.780 0.858 0.000 0.000 0.000 0.000 0.000
   68 6.069 6.032 5.961 5.869 5.758 5.627 5.480 5.315 5.132 4.926 4.702 4.455 4.184 3.882 3.547 3.171 2.742 2.239 1.615 0.312 0.000 0.000 0.000 0.000 0.000
   69 6.065 6.027 5.957 5.865 5.754 5.624 5.475 5.308 5.123 4.917 4.690 4.436 4.157 3.849 3.505 3.117 2.668 2.140 1.463 0.000 0.000 0.000 0.000 0.000 0.000
   70 6.063 6.026 5.957 5.864 5.752 5.622 5.474 5.305 5.119 4.912 4.680 4.426 4.145 3.829 3.476 3.075 2.616 2.074 1.343 0.000 0.000 0.000 0.000 0.000 0.000
   71 6.065 6.028 5.958 5.867 5.756 5.625 5.476 5.308 5.120 4.911 4.679 4.422 4.139 3.820 3.468 3.060 2.595 2.042 1.281 0.000 0.000 0.000 0.000 0.000 0.000
   72 6.070 6.033 5.963 5.872 5.761 5.631 5.481 5.313 5.125 4.918 4.686 4.429 4.146 3.830 3.474 3.070 2.601 2.059 1.305 0.000 0.000 0.000 0.000 0.000 0.000
   73 6.077 6.040 5.971 5.880 5.768 5.639 5.491 5.324 5.136 4.931 4.701 4.447 4.164 3.853 3.503 3.105 2.650 2.115 1.407 0.000 0.000 0.000 0.000 0.000 0.000
   74 6.087 6.050 5.981 5.889 5.779 5.649 5.501 5.337 5.151 4.945 4.719 4.470 4.194 3.889 3.550 3.165 2.726 2.213 1.569 0.000 0.000 0.000 0.000 0.000 0.000
   75 6.100 6.063 5.993 5.902 5.791 5.662 5.515 5.351 5.169 4.967 4.746 4.501 4.232 3.938 3.609 3.239 2.824 2.342 1.756 0.765 0.000 0.000 0.000 0.000 0.000
   76 6.115 6.077 6.008 5.916 5.806 5.678 5.533 5.370 5.192 4.994 4.776 4.540 4.280 3.993 3.678 3.327 2.932 2.483 1.954 1.189 0.000 0.000 0.000 0.000 0.000
   77 6.131 6.094 6.024 5.933 5.823 5.696 5.553 5.393 5.216 5.024 4.812 4.583 4.332 4.054 3.754 3.419 3.047 2.626 2.142 1.514 0.000 0.000 0.000 0.000 0.000
   78 6.150 6.112 6.042 5.951 5.842 5.716 5.575 5.418 5.245 5.058 4.850 4.626 4.385 4.120 3.829 3.509 3.161 2.765 2.319 1.779 0.913 0.000 0.000 0.000 0.000
   79 6.169 6.131 6.062 5.970 5.863 5.739 5.597 5.445 5.275 5.089 4.890 4.673 4.434 4.183 3.903 3.599 3.261 2.894 2.478 1.994 1.315 0.000 0.000 0.000 0.000
   80 6.190 6.152 6.082 5.992 5.884 5.761 5.623 5.472 5.305 5.123 4.929 4.713 4.485 4.239 3.968 3.676 3.358 3.001 2.612 2.168 1.590 0.510 0.000 0.000 0.000
   81 6.210 6.173 6.103 6.014 5.907 5.786 5.648 5.498 5.334 5.156 4.966 4.755 4.534 4.291 4.031 3.743 3.435 3.096 2.722 2.306 1.787 0.988 0.000 0.000 0.000
   82 6.231 6.194 6.125 6.035 5.930 5.808 5.674 5.524 5.361 5.187 4.998 4.792 4.571 4.333 4.080 3.801 3.500 3.168 2.805 2.413 1.929 1.232 0.000 0.000 0.000
   83 6.252 6.215 6.146 6.058 5.951 5.832 5.698 5.551 5.389 5.215 5.026 4.824 4.603 4.371 4.117 3.842 3.547 3.223 2.867 2.476 2.016 1.369 0.000 0.000 0.000
   84 6.272 6.235 6.167 6.078 5.974 5.853 5.720 5.573 5.412 5.238 5.051 4.847 4.631 4.394 4.143 3.870 3.576 3.251 2.900 2.516 2.053 1.423 0.000 0.000 0.000
   85 6.291 6.255 6.187 6.099 5.995 5.876 5.742 5.593 5.433 5.259 5.070 4.866 4.647 4.412 4.156 3.883 3.582 3.261 2.902 2.518 2.054 1.407 0.000 0.000 0.000
   86 6.308 6.272 6.206 6.118 6.013 5.894 5.760 5.613 5.451 5.273 5.084 4.878 4.656 4.416 4.160 3.881 3.576 3.245 2.885 2.486 2.001 1.309 0.000 0.000 0.000
   87 6.324 6.289 6.223 6.136 6.032 5.912 5.777 5.628 5.463 5.285 5.092 4.883 4.657 4.414 4.149 3.864 3.553 3.214 2.844 2.428 1.905 1.116 0.000 0.000 0.000
   88 6.337 6.303 6.238 6.152 6.048 5.927 5.792 5.642 5.475 5.295 5.096 4.885 4.652 4.401 4.129 3.832 3.514 3.161 2.775 2.331 1.749 0.772 0.000 0.000 0.000
   89 6.348 6.315 6.250 6.165 6.061 5.941 5.804 5.653 5.484 5.301 5.100 4.880 4.642 4.383 4.103 3.792 3.458 3.090 2.682 2.202 1.536 0.000 0.000 0.000 0.000
   90 6.356 6.324 6.260 6.175 6.073 5.951 5.814 5.660 5.490 5.301 5.096 4.871 4.628 4.358 4.066 3.747 3.395 3.010 2.575 2.039 1.246 0.000 0.000 0.000 0.000
   91 6.362 6.330 6.267 6.183 6.080 5.960 5.821 5.667 5.496 5.303 5.091 4.865 4.612 4.333 4.030 3.695 3.327 2.924 2.459 1.854 0.832 0.000 0.000 0.000 0.000
   92 6.364 6.333 6.271 6.187 6.084 5.964 5.825 5.670 5.496 5.301 5.088 4.852 4.594 4.307 3.992 3.644 3.263 2.839 2.343 1.663 0.000 0.000 0.000 0.000 0.000
   93 6.364 6.333 6.271 6.188 6.086 5.965 5.826 5.670 5.493 5.297 5.082 4.841 4.575 4.283 3.963 3.602 3.204 2.773 2.243 1.486 0.000 0.000 0.000 0.000 0.000
   94 6.360 6.329 6.268 6.184 6.083 5.961 5.822 5.665 5.487 5.291 5.073 4.830 4.565 4.268 3.938 3.575 3.170 2.728 2.175 1.362 0.000 0.000 0.000 0.000 0.000
   95 6.353 6.322 6.260 6.178 6.074 5.954 5.815 5.657 5.480 5.282 5.062 4.820 4.554 4.257 3.927 3.564 3.155 2.710 2.161 1.336 0.000 0.000 0.000 0.000 0.000
   96 6.343 6.311 6.250 6.165 6.063 5.941 5.801 5.644 5.468 5.271 5.054 4.811 4.548 4.254 3.927 3.570 3.168 2.726 2.192 1.416 0.000 0.000 0.000 0.000 0.000
   97 6.330 6.298 6.235 6.151 6.047 5.925 5.785 5.628 5.453 5.256 5.041 4.805 4.546 4.258 3.943 3.592 3.200 2.776 2.269 1.564 0.000 0.000 0.000 0.000 0.000
   98 6.315 6.281 6.217 6.132 6.027 5.905 5.766 5.610 5.435 5.242 5.031 4.800 4.546 4.266 3.962 3.624 3.252 2.842 2.365 1.749 0.599 0.000 0.000 0.000 0.000
   99 6.297 6.263 6.197 6.111 6.005 5.883 5.744 5.590 5.417 5.227 5.020 4.796 4.547 4.280 3.988 3.666 3.311 2.919 2.476 1.932 1.092 0.000 0.000 0.000 0.000
  100 6.276 6.241 6.175 6.087 5.981 5.859 5.720 5.567 5.397 5.210 5.009 4.791 4.553 4.291 4.011 3.704 3.365 2.998 2.582 2.094 1.411 0.000 0.000 0.000 0.000
  101 6.255 6.218 6.150 6.062 5.956 5.832 5.696 5.544 5.378 5.196 4.997 4.784 4.553 4.302 4.034 3.739 3.418 3.061 2.676 2.224 1.642 0.597 0.000 0.000 0.000
  102 6.232 6.195 6.125 6.036 5.929 5.807 5.671 5.520 5.355 5.177 4.985 4.776 4.550 4.310 4.047 3.765 3.454 3.115 2.745 2.325 1.807 1.017 0.000 0.000 0.000
  103 6.208 6.170 6.100 6.010 5.903 5.780 5.645 5.496 5.334 5.156 4.965 4.761 4.542 4.307 4.051 3.775 3.474 3.149 2.787 2.387 1.906 1.223 0.000 0.000 0.000
  104 6.185 6.146 6.075 5.984 5.877 5.755 5.619 5.471 5.309 5.134 4.946 4.744 4.528 4.296 4.042 3.772 3.481 3.153 2.802 2.410 1.950 1.312 0.000 0.000 0.000
  105 6.162 6.123 6.051 5.959 5.851 5.729 5.594 5.444 5.283 5.109 4.922 4.721 4.505 4.275 4.021 3.752 3.461 3.140 2.784 2.397 1.937 1.312 0.000 0.000 0.000
  106 6.141 6.100 6.028 5.936 5.826 5.704 5.568 5.419 5.257 5.081 4.892 4.690 4.474 4.239 3.989 3.716 3.422 3.097 2.738 2.339 1.871 1.210 0.000 0.000 0.000
  107 6.121 6.080 6.008 5.915 5.804 5.681 5.542 5.394 5.229 5.051 4.860 4.653 4.435 4.197 3.938 3.659 3.358 3.022 2.652 2.240 1.738 0.971 0.000 0.000 0.000
  108 6.104 6.063 5.990 5.897 5.786 5.661 5.522 5.368 5.201 5.019 4.822 4.613 4.387 4.142 3.879 3.588 3.273 2.924 2.535 2.087 1.522 0.437 0.000 0.000 0.000
  109 6.089 6.049 5.976 5.882 5.771 5.644 5.501 5.344 5.174 4.989 4.788 4.570 4.332 4.078 3.800 3.500 3.168 2.794 2.374 1.878 1.182 0.000 0.000 0.000 0.000
  110 6.078 6.038 5.966 5.872 5.760 5.631 5.488 5.326 5.151 4.959 4.751 4.525 4.279 4.012 3.717 3.397 3.039 2.636 2.171 1.591 0.529 0.000 0.000 0.000 0.000
  111 6.070 6.032 5.960 5.866 5.753 5.624 5.477 5.314 5.133 4.935 4.719 4.481 4.223 3.942 3.630 3.283 2.894 2.452 1.922 1.181 0.000 0.000 0.000 0.000 0.000
  112 6.067 6.029 5.958 5.866 5.753 5.622 5.473 5.306 5.122 4.918 4.693 4.445 4.172 3.875 3.540 3.167 2.742 2.250 1.625 0.432 0.000 0.000 0.000 0.000 0.000
  113 6.067 6.030 5.961 5.868 5.757 5.626 5.476 5.307 5.117 4.908 4.674 4.416 4.130 3.817 3.458 3.057 2.591 2.038 1.277 0.000 0.000 0.000 0.000 0.000 0.000
  114 6.072 6.036 5.968 5.876 5.765 5.634 5.483 5.312 5.121 4.906 4.668 4.403 4.102 3.773 3.396 2.967 2.465 1.855 0.880 0.000 0.000 0.000 0.000 0.000 0.000
  115 6.081 6.045 5.978 5.888 5.777 5.646 5.495 5.324 5.129 4.912 4.670 4.398 4.095 3.752 3.364 2.916 2.387 1.737 0.460 0.000 0.000 0.000 0.000 0.000 0.000
  116 6.093 6.058 5.991 5.902 5.792 5.662 5.511 5.339 5.147 4.928 4.684 4.414 4.106 3.760 3.370 2.912 2.380 1.723 0.311 0.000 0.000 0.000 0.000 0.000 0.000
  117 6.109 6.074 6.008 5.918 5.808 5.679 5.529 5.359 5.167 4.951 4.711 4.439 4.138 3.798 3.409 2.967 2.448 1.824 0.700 0.000 0.000 0.000 0.000 0.000 0.000
  118 6.128 6.093 6.026 5.937 5.827 5.698 5.551 5.381 5.193 4.980 4.745 4.481 4.188 3.862 3.491 3.071 2.586 2.011 1.151 0.000 0.000 0.000 0.000 0.000 0.000
  119 6.149 6.114 6.047 5.958 5.848 5.720 5.574 5.408 5.221 5.016 4.786 4.532 4.253 3.943 3.596 3.204 2.762 2.245 1.567 0.000 0.000 0.000 0.000 0.000 0.000
  120 6.173 6.137 6.070 5.980 5.871 5.744 5.599 5.436 5.255 5.055 4.836 4.593 4.327 4.036 3.712 3.352 2.946 2.490 1.930 1.097 0.000 0.000 0.000 0.000 0.000
  121 6.197 6.161 6.093 6.004 5.895 5.769 5.627 5.468 5.292 5.097 4.888 4.656 4.405 4.130 3.830 3.498 3.129 2.719 2.239 1.631 0.429 0.000 0.000 0.000 0.000
  122 6.222 6.186 6.117 6.028 5.920 5.796 5.657 5.501 5.329 5.144 4.943 4.721 4.482 4.223 3.943 3.633 3.295 2.924 2.504 2.005 1.300 0.000 0.000 0.000 0.000
  123 6.247 6.210 6.142 6.052 5.946 5.824 5.686 5.535 5.370 5.188 4.993 4.782 4.554 4.311 4.043 3.754 3.440 3.094 2.716 2.280 1.736 0.857 0.000 0.000 0.000
  124 6.270 6.234 6.165 6.076 5.971 5.851 5.717 5.568 5.406 5.230 5.041 4.837 4.621 4.383 4.132 3.857 3.562 3.238 2.882 2.495 2.031 1.388 0.000 0.000 0.000
  125 6.292 6.256 6.188 6.099 5.995 5.876 5.744 5.597 5.440 5.269 5.085 4.887 4.674 4.447 4.202 3.936 3.654 3.348 3.012 2.648 2.231 1.690 0.805 0.000 0.000
  126 6.312 6.276 6.208 6.120 6.016 5.899 5.768 5.624 5.467 5.300 5.119 4.924 4.715 4.494 4.255 3.998 3.724 3.424 3.099 2.748 2.360 1.868 1.151 0.000 0.000
  127 6.329 6.293 6.225 6.138 6.035 5.917 5.788 5.645 5.491 5.322 5.143 4.953 4.744 4.526 4.290 4.036 3.765 3.469 3.152 2.812 2.428 1.959 1.298 0.000 0.000
  128 6.343 6.307 6.240 6.153 6.050 5.933 5.803 5.662 5.505 5.340 5.159 4.966 4.760 4.538 4.305 4.052 3.780 3.485 3.167 2.823 2.448 1.979 1.318 0.000 0.000
  129 6.353 6.318 6.251 6.164 6.062 5.945 5.814 5.671 5.516 5.347 5.166 4.971 4.763 4.541 4.299 4.045 3.768 3.472 3.147 2.803 2.411 1.924 1.221 0.000 0.000
  130 6.359 6.324 6.258 6.172 6.069 5.952 5.819 5.675 5.518 5.347 5.162 4.965 4.754 4.527 4.282 4.016 3.735 3.428 3.096 2.736 2.323 1.791 0.967 0.000 0.000
  131 6.362 6.327 6.261 6.175 6.072 5.953 5.820 5.675 5.514 5.340 5.153 4.949 4.733 4.498 4.245 3.972 3.678 3.357 3.017 2.633 2.178 1.575 0.333 0.000 0.000
