Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   83 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 11.624 9.736 4.310 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   84 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 11.456 9.614 3.194 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   85 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 11.156 9.356 3.789 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   86 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 10.789 9.025 4.324 1.679 0.000 0.000 0.000 0.000 0.000 0.000
   87 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 12.915 10.412 8.717 4.967 2.416 0.000 0.000 0.000 0.000 0.000 0.000
   88 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 12.910 11.859 10.080 8.499 5.770 2.957 0.000 0.000 0.000 0.000 0.000 0.000
   89 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 11.325 9.821 8.381 6.351 3.439 0.000 0.000 0.000 0.000 0.000 0.000
   90 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 12.904 10.972 9.633 8.327 6.678 3.929 0.637 0.000 0.000 0.000 0.000 0.000
   91 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 10.732 9.506 8.307 6.887 4.597 1.116 0.000 0.000 0.000 0.000 0.000
   92 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.298 10.570 9.425 8.304 7.016 5.175 1.256 0.000 0.000 0.000 0.000 0.000
   93 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 12.902 11.979 10.472 9.377 8.302 7.100 5.487 1.114 0.000 0.000 0.000 0.000 0.000
   94 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 11.866 10.428 9.358 8.304 7.131 5.613 0.000 0.000 0.000 0.000 0.000 0.000
   95 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 11.887 10.438 9.359 8.298 7.125 5.588 1.328 0.000 0.000 0.000 0.000 0.000
   96 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.065 10.498 9.381 8.290 7.063 5.401 1.729 0.000 0.000 0.000 0.000 0.000
   97 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.611 10.619 9.436 8.278 6.944 5.007 1.774 0.000 0.000 0.000 0.000 0.000
   98 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 10.825 9.530 8.268 6.744 4.423 1.647 0.000 0.000 0.000 0.000 0.000
   99 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 11.164 9.688 8.269 6.408 3.911 1.317 0.000 0.000 0.000 0.000 0.000
  100 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 11.734 9.947 8.309 5.837 3.449 0.538 0.000 0.000 0.000 0.000 0.000
  101 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 10.352 8.448 5.159 2.977 0.000 0.000 0.000 0.000 0.000 0.000
  102 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 10.927 8.816 4.544 2.386 0.000 0.000 0.000 0.000 0.000 0.000
  103 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 12.954 11.675 9.431 3.968 1.457 0.000 0.000 0.000 0.000 0.000 0.000
  104 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 12.961 10.017 3.315 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  105 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 10.370 3.033 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  106 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 10.409 2.524 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  107 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 12.980 10.098 3.442 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  108 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.984 12.078 9.449 4.136 1.736 0.000 0.000 0.000 0.000 0.000 0.000
  109 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 12.988 11.146 8.720 4.717 2.642 0.000 0.000 0.000 0.000 0.000 0.000
  110 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 12.990 10.462 8.361 5.363 3.272 0.000 0.000 0.000 0.000 0.000 0.000
  111 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.135 10.005 8.263 6.023 3.796 1.401 0.000 0.000 0.000 0.000 0.000
  112 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 12.992 11.348 9.726 8.256 6.519 4.326 1.990 0.000 0.000 0.000 0.000 0.000
  113 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 12.991 10.947 9.562 8.276 6.825 4.902 2.387 0.000 0.000 0.000 0.000 0.000
  114 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 12.989 10.714 9.469 8.298 7.014 5.371 2.700 0.000 0.000 0.000 0.000 0.000
  115 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.986 12.474 10.589 9.420 8.312 7.117 5.641 3.091 0.000 0.000 0.000 0.000 0.000
  116 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.983 12.224 10.530 9.395 8.314 7.155 5.747 3.361 0.000 0.000 0.000 0.000 0.000
  117 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.979 12.253 10.533 9.391 8.307 7.137 5.696 3.201 0.000 0.000 0.000 0.000 0.000
  118 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.974 12.615 10.605 9.419 8.288 7.054 5.483 2.827 0.000 0.000 0.000 0.000 0.000
  119 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 12.968 10.750 9.477 8.258 6.899 5.071 2.471 0.000 0.000 0.000 0.000 0.000
  120 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 11.005 9.579 8.233 6.638 4.489 2.113 0.000 0.000 0.000 0.000 0.000
  121 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 12.956 11.431 9.768 8.218 6.212 3.958 1.649 0.000 0.000 0.000 0.000 0.000
  122 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.236 10.073 8.254 5.563 3.434 0.810 0.000 0.000 0.000 0.000 0.000
  123 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 10.531 8.443 4.920 2.888 0.000 0.000 0.000 0.000 0.000 0.000
  124 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 11.103 8.942 4.313 2.195 0.000 0.000 0.000 0.000 0.000 0.000
  125 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 12.931 11.697 9.557 3.710 0.999 0.000 0.000 0.000 0.000 0.000 0.000
  126 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.215 9.964 3.007 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  127 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.445 10.107 3.475 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  128 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.125 9.990 2.680 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  129 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 11.619 9.639 3.423 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  130 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 11.085 9.146 4.013 1.689 0.000 0.000 0.000 0.000 0.000 0.000
  131 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 10.580 8.679 4.532 2.450 0.000 0.000 0.000 0.000 0.000 0.000
