Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   28 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.720 9.205 8.772 8.356 7.934 7.490 7.017 6.507 5.940 5.303 4.562 3.654 2.401 0.000 0.000 0.000 0.000 0.000
   29 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.683 9.180 8.753 8.337 7.920 7.480 7.016 6.515 5.963 5.347 4.634 3.772 2.627 0.000 0.000 0.000 0.000 0.000
   30 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.649 9.157 8.732 8.322 7.907 7.475 7.016 6.523 5.984 5.381 4.696 3.872 2.807 0.815 0.000 0.000 0.000 0.000
   31 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.621 9.137 8.717 8.311 7.901 7.474 7.023 6.536 6.003 5.417 4.751 3.956 2.944 1.271 0.000 0.000 0.000 0.000
   32 10.386 10.386 10.386 10.386 10.386 10.386 10.386 9.596 9.123 8.708 8.304 7.898 7.473 7.025 6.547 6.024 5.444 4.792 4.020 3.040 1.520 0.000 0.000 0.000 0.000
   33 10.386 10.386 10.386 10.386 10.386 10.386 10.386 9.578 9.112 8.701 8.302 7.898 7.476 7.033 6.555 6.041 5.465 4.823 4.059 3.107 1.659 0.000 0.000 0.000 0.000
   34 10.385 10.385 10.385 10.385 10.385 10.385 10.385 9.565 9.105 8.700 8.302 7.901 7.481 7.041 6.569 6.052 5.483 4.837 4.085 3.141 1.726 0.000 0.000 0.000 0.000
   35 10.383 10.383 10.383 10.383 10.383 10.383 10.383 9.557 9.103 8.702 8.306 7.907 7.490 7.047 6.578 6.061 5.495 4.849 4.093 3.149 1.726 0.000 0.000 0.000 0.000
   36 10.382 10.382 10.382 10.382 10.382 10.382 10.382 9.552 9.106 8.705 8.313 7.914 7.499 7.059 6.587 6.070 5.498 4.849 4.089 3.129 1.672 0.000 0.000 0.000 0.000
   37 10.381 10.381 10.381 10.381 10.381 10.381 10.381 9.550 9.110 8.712 8.324 7.925 7.508 7.068 6.596 6.073 5.496 4.844 4.069 3.089 1.564 0.000 0.000 0.000 0.000
   38 10.379 10.379 10.379 10.379 10.379 10.379 10.379 9.551 9.115 8.723 8.336 7.937 7.522 7.079 6.601 6.078 5.495 4.828 4.038 3.030 1.395 0.000 0.000 0.000 0.000
   39 10.378 10.378 10.378 10.378 10.378 10.378 10.378 9.555 9.124 8.734 8.348 7.951 7.534 7.089 6.610 6.078 5.488 4.811 4.001 2.961 1.160 0.000 0.000 0.000 0.000
   40 10.376 10.376 10.376 10.376 10.376 10.376 10.376 9.559 9.132 8.745 8.360 7.965 7.548 7.103 6.616 6.083 5.484 4.792 3.960 2.871 0.819 0.000 0.000 0.000 0.000
   41 10.375 10.375 10.375 10.375 10.375 10.375 10.321 9.562 9.142 8.757 8.374 7.977 7.562 7.114 6.627 6.088 5.475 4.773 3.918 2.781 0.000 0.000 0.000 0.000 0.000
   42 10.374 10.374 10.374 10.374 10.374 10.374 10.283 9.567 9.151 8.767 8.386 7.992 7.577 7.126 6.636 6.091 5.475 4.755 3.873 2.688 0.000 0.000 0.000 0.000 0.000
   43 10.373 10.373 10.373 10.373 10.373 10.373 10.258 9.569 9.156 8.776 8.397 8.005 7.587 7.137 6.644 6.095 5.469 4.738 3.838 2.601 0.000 0.000 0.000 0.000 0.000
   44 10.372 10.372 10.372 10.372 10.372 10.372 10.236 9.572 9.160 8.784 8.407 8.015 7.600 7.146 6.653 6.099 5.466 4.728 3.805 2.520 0.000 0.000 0.000 0.000 0.000
   45 10.371 10.371 10.371 10.371 10.371 10.371 10.215 9.572 9.165 8.789 8.414 8.024 7.607 7.156 6.660 6.102 5.469 4.717 3.782 2.465 0.000 0.000 0.000 0.000 0.000
   46 10.370 10.370 10.370 10.370 10.370 10.370 10.196 9.569 9.167 8.793 8.418 8.028 7.613 7.160 6.664 6.106 5.470 4.714 3.775 2.438 0.000 0.000 0.000 0.000 0.000
   47 10.370 10.370 10.370 10.370 10.370 10.370 10.177 9.568 9.167 8.795 8.420 8.030 7.615 7.164 6.668 6.114 5.474 4.722 3.780 2.447 0.000 0.000 0.000 0.000 0.000
   48 10.370 10.370 10.370 10.370 10.370 10.370 10.159 9.562 9.163 8.792 8.417 8.029 7.615 7.166 6.671 6.116 5.483 4.731 3.800 2.483 0.000 0.000 0.000 0.000 0.000
   49 10.370 10.370 10.370 10.370 10.370 10.370 10.140 9.556 9.158 8.785 8.414 8.027 7.612 7.164 6.674 6.123 5.490 4.751 3.836 2.559 0.000 0.000 0.000 0.000 0.000
   50 10.370 10.370 10.370 10.370 10.370 10.370 10.120 9.547 9.148 8.778 8.407 8.019 7.607 7.159 6.668 6.123 5.503 4.772 3.883 2.655 0.000 0.000 0.000 0.000 0.000
   51 10.370 10.370 10.370 10.370 10.370 10.370 10.102 9.537 9.139 8.767 8.396 8.009 7.599 7.153 6.669 6.130 5.518 4.804 3.938 2.774 0.000 0.000 0.000 0.000 0.000
   52 10.371 10.371 10.371 10.371 10.371 10.371 10.085 9.525 9.128 8.756 8.383 7.997 7.585 7.148 6.667 6.134 5.534 4.839 3.999 2.895 0.753 0.000 0.000 0.000 0.000
   53 10.372 10.372 10.372 10.372 10.372 10.372 10.073 9.513 9.115 8.741 8.368 7.983 7.578 7.138 6.662 6.139 5.550 4.872 4.063 3.014 1.235 0.000 0.000 0.000 0.000
   54 10.373 10.373 10.373 10.373 10.373 10.373 10.060 9.502 9.101 8.729 8.356 7.970 7.566 7.131 6.661 6.145 5.569 4.909 4.126 3.130 1.563 0.000 0.000 0.000 0.000
   55 10.374 10.374 10.374 10.374 10.374 10.374 10.050 9.492 9.090 8.714 8.341 7.957 7.553 7.123 6.660 6.146 5.583 4.938 4.181 3.230 1.811 0.000 0.000 0.000 0.000
   56 10.375 10.375 10.375 10.375 10.375 10.375 10.043 9.483 9.077 8.703 8.328 7.945 7.543 7.113 6.652 6.154 5.595 4.964 4.227 3.311 1.998 0.000 0.000 0.000 0.000
   57 10.376 10.376 10.376 10.376 10.376 10.376 10.040 9.477 9.070 8.691 8.317 7.934 7.532 7.105 6.650 6.152 5.600 4.983 4.261 3.377 2.132 0.000 0.000 0.000 0.000
   58 10.378 10.378 10.378 10.378 10.378 10.378 10.046 9.474 9.062 8.685 8.310 7.924 7.525 7.098 6.643 6.148 5.602 4.993 4.282 3.414 2.212 0.000 0.000 0.000 0.000
   59 10.379 10.379 10.379 10.379 10.379 10.379 10.069 9.477 9.061 8.679 8.302 7.917 7.514 7.090 6.636 6.141 5.598 4.989 4.285 3.421 2.240 0.000 0.000 0.000 0.000
   60 10.380 10.380 10.380 10.380 10.380 10.380 10.108 9.487 9.064 8.679 8.298 7.910 7.508 7.079 6.624 6.129 5.583 4.973 4.266 3.406 2.212 0.000 0.000 0.000 0.000
   61 10.381 10.381 10.381 10.381 10.381 10.381 10.178 9.504 9.073 8.683 8.299 7.907 7.503 7.071 6.610 6.109 5.559 4.946 4.228 3.352 2.124 0.000 0.000 0.000 0.000
   62 10.383 10.383 10.383 10.383 10.383 10.383 10.383 9.528 9.087 8.692 8.302 7.908 7.495 7.061 6.594 6.090 5.531 4.900 4.166 3.258 1.958 0.000 0.000 0.000 0.000
   63 10.384 10.384 10.384 10.384 10.384 10.384 10.384 9.559 9.108 8.704 8.310 7.911 7.494 7.052 6.576 6.060 5.490 4.842 4.081 3.130 1.681 0.000 0.000 0.000 0.000
   64 10.385 10.385 10.385 10.385 10.385 10.385 10.385 9.599 9.134 8.723 8.326 7.918 7.493 7.042 6.558 6.029 5.436 4.765 3.967 2.947 1.240 0.000 0.000 0.000 0.000
   65 10.385 10.385 10.385 10.385 10.385 10.385 10.385 9.647 9.166 8.748 8.342 7.929 7.495 7.036 6.537 5.992 5.379 4.676 3.829 2.709 0.000 0.000 0.000 0.000 0.000
   66 10.386 10.386 10.386 10.386 10.386 10.386 10.386 9.700 9.203 8.776 8.364 7.944 7.502 7.032 6.522 5.958 5.318 4.573 3.661 2.404 0.000 0.000 0.000 0.000 0.000
   67 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.758 9.241 8.808 8.390 7.962 7.514 7.034 6.506 5.920 5.250 4.465 3.474 2.008 0.000 0.000 0.000 0.000 0.000
   68 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.815 9.277 8.837 8.417 7.982 7.530 7.036 6.499 5.891 5.191 4.357 3.274 1.487 0.000 0.000 0.000 0.000 0.000
   69 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.867 9.308 8.865 8.438 8.005 7.543 7.044 6.492 5.866 5.139 4.254 3.073 0.674 0.000 0.000 0.000 0.000 0.000
   70 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.905 9.334 8.887 8.457 8.019 7.555 7.050 6.490 5.851 5.100 4.173 2.904 0.000 0.000 0.000 0.000 0.000 0.000
   71 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.923 9.344 8.895 8.467 8.029 7.562 7.054 6.488 5.843 5.082 4.133 2.808 0.000 0.000 0.000 0.000 0.000 0.000
   72 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.918 9.343 8.896 8.468 8.030 7.564 7.056 6.493 5.847 5.087 4.138 2.813 0.000 0.000 0.000 0.000 0.000 0.000
   73 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.887 9.327 8.884 8.457 8.022 7.560 7.055 6.495 5.859 5.112 4.188 2.935 0.000 0.000 0.000 0.000 0.000 0.000
   74 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.839 9.298 8.860 8.438 8.005 7.546 7.049 6.501 5.880 5.160 4.286 3.132 0.964 0.000 0.000 0.000 0.000 0.000
   75 10.386 10.386 10.386 10.386 10.386 10.386 10.386 9.778 9.261 8.828 8.410 7.984 7.532 7.046 6.509 5.911 5.224 4.404 3.363 1.728 0.000 0.000 0.000 0.000 0.000
   76 10.386 10.386 10.386 10.386 10.386 10.386 10.386 9.710 9.217 8.792 8.382 7.960 7.518 7.043 6.524 5.951 5.301 4.538 3.596 2.267 0.000 0.000 0.000 0.000 0.000
   77 10.385 10.385 10.385 10.385 10.385 10.385 10.385 9.644 9.170 8.755 8.351 7.937 7.504 7.043 6.544 5.996 5.380 4.674 3.819 2.690 0.000 0.000 0.000 0.000 0.000
   78 10.385 10.385 10.385 10.385 10.385 10.385 10.385 9.581 9.128 8.721 8.325 7.921 7.497 7.049 6.567 6.044 5.458 4.795 4.012 3.024 1.457 0.000 0.000 0.000 0.000
   79 10.384 10.384 10.384 10.384 10.384 10.384 10.310 9.525 9.087 8.691 8.302 7.907 7.495 7.058 6.594 6.087 5.531 4.907 4.181 3.289 2.023 0.000 0.000 0.000 0.000
   80 10.383 10.383 10.383 10.383 10.383 10.383 10.101 9.480 9.056 8.667 8.286 7.898 7.496 7.072 6.620 6.128 5.596 5.001 4.312 3.489 2.392 0.000 0.000 0.000 0.000
   81 10.383 10.383 10.383 10.383 10.383 10.383 10.009 9.445 9.031 8.650 8.277 7.896 7.499 7.083 6.640 6.167 5.648 5.070 4.416 3.636 2.633 0.792 0.000 0.000 0.000
   82 10.382 10.382 10.382 10.382 10.382 10.382 9.961 9.421 9.015 8.641 8.270 7.892 7.502 7.094 6.660 6.193 5.684 5.121 4.485 3.738 2.789 1.248 0.000 0.000 0.000
   83 10.381 10.381 10.381 10.381 10.381 10.381 9.927 9.408 9.007 8.637 8.270 7.896 7.508 7.101 6.672 6.209 5.703 5.150 4.523 3.787 2.859 1.425 0.000 0.000 0.000
   84 10.380 10.380 10.380 10.380 10.380 10.380 9.915 9.404 9.008 8.641 8.274 7.900 7.515 7.108 6.676 6.212 5.710 5.154 4.526 3.787 2.863 1.416 0.000 0.000 0.000
   85 10.379 10.379 10.379 10.379 10.379 10.379 9.921 9.413 9.019 8.649 8.284 7.907 7.522 7.112 6.678 6.211 5.702 5.135 4.496 3.741 2.783 1.220 0.000 0.000 0.000
   86 10.379 10.379 10.379 10.379 10.379 10.379 9.946 9.431 9.036 8.665 8.296 7.920 7.527 7.114 6.671 6.195 5.673 5.095 4.430 3.646 2.621 0.673 0.000 0.000 0.000
   87 10.378 10.378 10.378 10.378 10.378 10.378 9.988 9.458 9.061 8.689 8.318 7.937 7.537 7.116 6.664 6.169 5.633 5.027 4.332 3.492 2.357 0.000 0.000 0.000 0.000
   88 10.377 10.377 10.377 10.377 10.377 10.377 10.050 9.495 9.092 8.717 8.341 7.958 7.551 7.116 6.649 6.142 5.579 4.938 4.193 3.268 1.935 0.000 0.000 0.000 0.000
   89 10.377 10.377 10.377 10.377 10.377 10.377 10.126 9.536 9.131 8.753 8.374 7.984 7.569 7.121 6.643 6.107 5.514 4.833 4.020 2.976 1.209 0.000 0.000 0.000 0.000
   90 10.376 10.376 10.376 10.376 10.376 10.376 10.277 9.582 9.170 8.789 8.407 8.010 7.591 7.134 6.636 6.078 5.445 4.710 3.810 2.585 0.000 0.000 0.000 0.000 0.000
   91 10.376 10.376 10.376 10.376 10.376 10.376 10.376 9.628 9.210 8.827 8.443 8.044 7.617 7.147 6.634 6.051 5.381 4.582 3.568 2.058 0.000 0.000 0.000 0.000 0.000
   92 10.376 10.376 10.376 10.376 10.376 10.376 10.376 9.667 9.246 8.861 8.478 8.074 7.642 7.167 6.636 6.031 5.321 4.458 3.315 1.301 0.000 0.000 0.000 0.000 0.000
   93 10.376 10.376 10.376 10.376 10.376 10.376 10.376 9.702 9.273 8.888 8.501 8.099 7.665 7.181 6.642 6.018 5.278 4.350 3.078 0.000 0.000 0.000 0.000 0.000 0.000
   94 10.376 10.376 10.376 10.376 10.376 10.376 10.376 9.721 9.288 8.902 8.516 8.113 7.673 7.190 6.644 6.008 5.248 4.288 2.928 0.000 0.000 0.000 0.000 0.000 0.000
   95 10.377 10.377 10.377 10.377 10.377 10.377 10.377 9.725 9.289 8.902 8.515 8.109 7.669 7.183 6.635 6.005 5.241 4.285 2.929 0.000 0.000 0.000 0.000 0.000 0.000
   96 10.378 10.378 10.378 10.378 10.378 10.378 10.378 9.713 9.275 8.887 8.499 8.091 7.651 7.168 6.625 5.999 5.258 4.341 3.081 0.000 0.000 0.000 0.000 0.000 0.000
   97 10.379 10.379 10.379 10.379 10.379 10.379 10.379 9.685 9.251 8.858 8.469 8.061 7.623 7.145 6.612 6.007 5.300 4.444 3.328 1.439 0.000 0.000 0.000 0.000 0.000
   98 10.380 10.380 10.380 10.380 10.380 10.380 10.380 9.645 9.212 8.820 8.430 8.025 7.590 7.118 6.601 6.018 5.358 4.574 3.594 2.177 0.000 0.000 0.000 0.000 0.000
   99 10.381 10.381 10.381 10.381 10.381 10.381 10.381 9.596 9.167 8.776 8.386 7.985 7.558 7.099 6.597 6.046 5.426 4.709 3.847 2.706 0.000 0.000 0.000 0.000 0.000
  100 10.383 10.383 10.383 10.383 10.383 10.383 10.230 9.545 9.120 8.732 8.346 7.947 7.530 7.087 6.606 6.080 5.500 4.840 4.073 3.105 1.623 0.000 0.000 0.000 0.000
  101 10.384 10.384 10.384 10.384 10.384 10.384 10.099 9.497 9.078 8.692 8.310 7.918 7.511 7.079 6.618 6.120 5.571 4.958 4.254 3.402 2.246 0.000 0.000 0.000 0.000
  102 10.386 10.386 10.386 10.386 10.386 10.386 10.018 9.455 9.041 8.658 8.279 7.896 7.496 7.078 6.631 6.152 5.633 5.055 4.401 3.629 2.634 0.856 0.000 0.000 0.000
  103 10.387 10.387 10.387 10.387 10.387 10.387 9.980 9.424 9.012 8.632 8.259 7.879 7.486 7.076 6.644 6.181 5.679 5.126 4.506 3.786 2.888 1.539 0.000 0.000 0.000
  104 10.389 10.389 10.389 10.389 10.389 10.389 9.953 9.403 8.993 8.613 8.244 7.866 7.481 7.076 6.650 6.196 5.707 5.169 4.575 3.884 3.036 1.839 0.000 0.000 0.000
  105 10.390 10.390 10.390 10.390 10.390 10.390 9.952 9.398 8.986 8.607 8.236 7.857 7.472 7.073 6.650 6.199 5.714 5.186 4.596 3.920 3.094 1.954 0.000 0.000 0.000
  106 10.391 10.391 10.391 10.391 10.391 10.391 9.976 9.407 8.989 8.606 8.230 7.854 7.467 7.062 6.639 6.188 5.699 5.168 4.574 3.899 3.064 1.906 0.000 0.000 0.000
  107 10.392 10.392 10.392 10.392 10.392 10.392 10.033 9.432 9.004 8.614 8.234 7.854 7.459 7.048 6.620 6.160 5.664 5.119 4.513 3.810 2.946 1.681 0.000 0.000 0.000
  108 10.393 10.393 10.393 10.393 10.393 10.393 10.167 9.476 9.034 8.636 8.249 7.857 7.454 7.033 6.590 6.114 5.602 5.038 4.403 3.655 2.715 1.174 0.000 0.000 0.000
  109 10.394 10.394 10.394 10.394 10.394 10.394 10.394 9.539 9.079 8.669 8.269 7.868 7.451 7.019 6.555 6.057 5.521 4.922 4.238 3.422 2.338 0.000 0.000 0.000 0.000
  110 10.394 10.394 10.394 10.394 10.394 10.394 10.394 9.622 9.138 8.713 8.303 7.888 7.456 7.002 6.518 5.995 5.416 4.770 4.018 3.090 1.709 0.000 0.000 0.000 0.000
  111 10.395 10.395 10.395 10.395 10.395 10.395 10.395 9.721 9.207 8.772 8.350 7.920 7.472 6.997 6.484 5.923 5.300 4.587 3.728 2.608 0.000 0.000 0.000 0.000 0.000
  112 10.395 10.395 10.395 10.395 10.395 10.395 10.395 9.837 9.283 8.836 8.403 7.963 7.504 7.005 6.459 5.858 5.174 4.368 3.366 1.876 0.000 0.000 0.000 0.000 0.000
  113 10.394 10.394 10.394 10.394 10.394 10.394 10.394 9.958 9.360 8.902 8.466 8.017 7.542 7.026 6.452 5.803 5.050 4.133 2.906 0.000 0.000 0.000 0.000 0.000 0.000
  114 10.394 10.394 10.394 10.394 10.394 10.394 10.394 10.075 9.422 8.959 8.522 8.071 7.587 7.055 6.459 5.770 4.946 3.893 2.336 0.000 0.000 0.000 0.000 0.000 0.000
  115 10.393 10.393 10.393 10.393 10.393 10.393 10.393 10.164 9.463 9.000 8.561 8.110 7.626 7.088 6.476 5.758 4.876 3.702 1.699 0.000 0.000 0.000 0.000 0.000 0.000
  116 10.393 10.393 10.393 10.393 10.393 10.393 10.393 10.177 9.474 9.011 8.576 8.127 7.643 7.106 6.490 5.766 4.861 3.626 1.313 0.000 0.000 0.000 0.000 0.000 0.000
  117 10.392 10.392 10.392 10.392 10.392 10.392 10.392 10.107 9.453 8.996 8.564 8.120 7.638 7.106 6.496 5.778 4.897 3.715 1.655 0.000 0.000 0.000 0.000 0.000 0.000
  118 10.391 10.391 10.391 10.391 10.391 10.391 10.391 9.996 9.403 8.958 8.530 8.085 7.611 7.087 6.498 5.808 4.980 3.917 2.318 0.000 0.000 0.000 0.000 0.000 0.000
  119 10.390 10.390 10.390 10.390 10.390 10.390 10.390 9.875 9.337 8.901 8.478 8.043 7.576 7.066 6.503 5.854 5.097 4.170 2.920 0.000 0.000 0.000 0.000 0.000 0.000
  120 10.389 10.389 10.389 10.389 10.389 10.389 10.389 9.758 9.261 8.836 8.424 7.997 7.546 7.051 6.515 5.913 5.230 4.424 3.410 1.883 0.000 0.000 0.000 0.000 0.000
  121 10.388 10.388 10.388 10.388 10.388 10.388 10.388 9.649 9.186 8.773 8.371 7.954 7.519 7.052 6.545 5.987 5.365 4.651 3.793 2.664 0.000 0.000 0.000 0.000 0.000
  122 10.387 10.387 10.387 10.387 10.387 10.387 10.387 9.554 9.117 8.719 8.325 7.926 7.507 7.058 6.580 6.063 5.490 4.845 4.096 3.172 1.818 0.000 0.000 0.000 0.000
  123 10.386 10.386 10.386 10.386 10.386 10.386 10.060 9.476 9.061 8.674 8.293 7.908 7.501 7.077 6.625 6.133 5.601 5.005 4.336 3.528 2.470 0.000 0.000 0.000 0.000
  124 10.385 10.385 10.385 10.385 10.385 10.385 9.940 9.417 9.016 8.642 8.273 7.897 7.507 7.097 6.662 6.196 5.690 5.137 4.514 3.782 2.871 1.482 0.000 0.000 0.000
  125 10.384 10.384 10.384 10.384 10.384 10.384 9.861 9.374 8.986 8.620 8.259 7.889 7.512 7.115 6.695 6.244 5.759 5.231 4.637 3.957 3.131 1.983 0.000 0.000 0.000
  126 10.382 10.382 10.382 10.382 10.382 10.382 9.811 9.348 8.967 8.608 8.253 7.892 7.517 7.129 6.718 6.279 5.807 5.290 4.719 4.063 3.284 2.242 0.000 0.000 0.000
  127 10.381 10.381 10.381 10.381 10.381 10.381 9.787 9.335 8.960 8.604 8.254 7.893 7.523 7.137 6.732 6.297 5.831 5.322 4.758 4.115 3.348 2.341 0.000 0.000 0.000
  128 10.381 10.381 10.381 10.381 10.381 10.381 9.784 9.336 8.961 8.607 8.257 7.899 7.529 7.143 6.735 6.296 5.831 5.321 4.754 4.106 3.335 2.311 0.000 0.000 0.000
  129 10.380 10.380 10.380 10.380 10.380 10.380 9.802 9.350 8.974 8.620 8.265 7.905 7.530 7.141 6.727 6.285 5.807 5.290 4.707 4.044 3.235 2.148 0.000 0.000 0.000
  130 10.379 10.379 10.379 10.379 10.379 10.379 9.837 9.376 8.996 8.637 8.278 7.915 7.533 7.133 6.711 6.260 5.767 5.225 4.624 3.921 3.061 1.828 0.000 0.000 0.000
  131 10.379 10.379 10.379 10.379 10.379 10.379 9.894 9.412 9.026 8.663 8.298 7.926 7.539 7.126 6.691 6.222 5.706 5.143 4.496 3.740 2.783 1.206 0.000 0.000 0.000
