Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   26 5.631 5.602 5.543 5.464 5.367 5.256 5.130 4.988 4.834 4.665 4.480 4.283 4.072 3.845 3.612 3.364 3.076 2.741 2.333 1.812 1.057 0.000 0.000 0.000 0.000
   27 5.620 5.590 5.531 5.452 5.355 5.242 5.116 4.973 4.816 4.643 4.459 4.257 4.041 3.809 3.573 3.316 3.018 2.665 2.237 1.669 0.735 0.000 0.000 0.000 0.000
   28 5.613 5.584 5.525 5.445 5.348 5.235 5.106 4.961 4.804 4.630 4.441 4.235 4.016 3.779 3.537 3.274 2.966 2.595 2.141 1.517 0.000 0.000 0.000 0.000 0.000
   29 5.612 5.583 5.524 5.445 5.347 5.233 5.105 4.959 4.798 4.622 4.429 4.223 3.997 3.757 3.509 3.239 2.918 2.532 2.048 1.368 0.000 0.000 0.000 0.000 0.000
   30 5.616 5.587 5.529 5.449 5.352 5.237 5.108 4.962 4.800 4.622 4.427 4.216 3.990 3.747 3.494 3.215 2.886 2.487 1.984 1.280 0.000 0.000 0.000 0.000 0.000
   31 5.625 5.597 5.538 5.459 5.362 5.249 5.118 4.971 4.809 4.629 4.434 4.221 3.992 3.747 3.493 3.208 2.876 2.466 1.940 1.192 0.000 0.000 0.000 0.000 0.000
   32 5.639 5.611 5.553 5.474 5.377 5.263 5.133 4.985 4.823 4.643 4.448 4.235 4.004 3.756 3.505 3.220 2.881 2.468 1.934 1.166 0.000 0.000 0.000 0.000 0.000
   33 5.658 5.630 5.572 5.494 5.398 5.284 5.155 5.007 4.845 4.665 4.470 4.260 4.026 3.783 3.529 3.244 2.906 2.495 1.969 1.189 0.000 0.000 0.000 0.000 0.000
   34 5.681 5.653 5.596 5.518 5.422 5.310 5.179 5.035 4.873 4.695 4.502 4.289 4.060 3.817 3.569 3.287 2.952 2.553 2.038 1.285 0.000 0.000 0.000 0.000 0.000
   35 5.707 5.679 5.622 5.545 5.450 5.337 5.209 5.066 4.906 4.730 4.537 4.328 4.102 3.862 3.617 3.341 3.016 2.624 2.132 1.440 0.000 0.000 0.000 0.000 0.000
   36 5.736 5.708 5.652 5.575 5.480 5.368 5.241 5.099 4.940 4.768 4.577 4.370 4.152 3.914 3.675 3.406 3.091 2.713 2.244 1.612 0.290 0.000 0.000 0.000 0.000
   37 5.767 5.739 5.683 5.606 5.513 5.402 5.276 5.136 4.979 4.808 4.622 4.418 4.204 3.972 3.736 3.473 3.171 2.811 2.368 1.792 0.863 0.000 0.000 0.000 0.000
   38 5.799 5.771 5.715 5.639 5.546 5.437 5.312 5.173 5.019 4.851 4.668 4.468 4.257 4.033 3.803 3.550 3.258 2.913 2.496 1.968 1.175 0.000 0.000 0.000 0.000
   39 5.831 5.803 5.748 5.673 5.580 5.471 5.349 5.211 5.059 4.894 4.713 4.521 4.309 4.091 3.866 3.622 3.337 3.013 2.619 2.131 1.448 0.000 0.000 0.000 0.000
   40 5.862 5.835 5.780 5.705 5.613 5.506 5.385 5.247 5.098 4.937 4.758 4.568 4.366 4.151 3.929 3.691 3.420 3.110 2.735 2.279 1.672 0.601 0.000 0.000 0.000
   41 5.892 5.865 5.810 5.735 5.645 5.538 5.418 5.284 5.137 4.976 4.803 4.615 4.416 4.203 3.991 3.756 3.498 3.195 2.839 2.411 1.859 1.002 0.000 0.000 0.000
   42 5.920 5.893 5.838 5.764 5.675 5.569 5.450 5.317 5.171 5.013 4.843 4.659 4.461 4.253 4.043 3.817 3.563 3.274 2.934 2.530 2.015 1.284 0.000 0.000 0.000
   43 5.945 5.918 5.864 5.790 5.701 5.596 5.478 5.348 5.204 5.046 4.878 4.696 4.503 4.298 4.088 3.868 3.624 3.342 3.013 2.625 2.145 1.484 0.000 0.000 0.000
   44 5.967 5.940 5.886 5.812 5.724 5.620 5.503 5.374 5.231 5.074 4.907 4.728 4.537 4.337 4.130 3.914 3.673 3.398 3.081 2.705 2.246 1.634 0.529 0.000 0.000
   45 5.985 5.958 5.905 5.832 5.743 5.641 5.523 5.394 5.253 5.099 4.933 4.756 4.565 4.368 4.164 3.954 3.713 3.442 3.128 2.764 2.321 1.741 0.824 0.000 0.000
   46 5.999 5.973 5.919 5.847 5.758 5.656 5.538 5.410 5.270 5.115 4.951 4.777 4.588 4.388 4.187 3.977 3.739 3.472 3.169 2.805 2.376 1.817 0.933 0.000 0.000
   47 6.009 5.982 5.929 5.857 5.768 5.666 5.549 5.422 5.281 5.128 4.964 4.787 4.601 4.404 4.200 3.993 3.759 3.491 3.189 2.829 2.403 1.854 1.007 0.000 0.000
   48 6.014 5.988 5.934 5.862 5.774 5.671 5.556 5.429 5.288 5.136 4.970 4.795 4.606 4.409 4.208 3.998 3.764 3.500 3.194 2.838 2.408 1.859 1.040 0.000 0.000
   49 6.015 5.989 5.935 5.863 5.775 5.672 5.558 5.429 5.286 5.134 4.970 4.793 4.604 4.407 4.206 3.996 3.759 3.487 3.185 2.821 2.391 1.833 1.000 0.000 0.000
   50 6.012 5.986 5.932 5.859 5.770 5.668 5.552 5.423 5.282 5.128 4.962 4.785 4.594 4.397 4.193 3.980 3.742 3.471 3.157 2.794 2.347 1.771 0.868 0.000 0.000
   51 6.004 5.978 5.924 5.852 5.762 5.659 5.543 5.414 5.270 5.117 4.947 4.770 4.576 4.377 4.173 3.957 3.716 3.434 3.116 2.744 2.281 1.673 0.606 0.000 0.000
   52 5.992 5.966 5.912 5.840 5.750 5.646 5.529 5.398 5.254 5.098 4.930 4.746 4.552 4.350 4.143 3.920 3.676 3.391 3.062 2.670 2.189 1.533 0.000 0.000 0.000
   53 5.977 5.950 5.896 5.824 5.733 5.629 5.510 5.378 5.233 5.075 4.904 4.719 4.525 4.314 4.104 3.879 3.624 3.332 2.991 2.583 2.069 1.373 0.000 0.000 0.000
   54 5.958 5.931 5.877 5.803 5.714 5.608 5.489 5.356 5.208 5.047 4.874 4.686 4.487 4.277 4.061 3.829 3.568 3.261 2.910 2.478 1.926 1.118 0.000 0.000 0.000
   55 5.936 5.909 5.855 5.781 5.691 5.585 5.464 5.330 5.181 5.017 4.841 4.650 4.447 4.231 4.012 3.774 3.503 3.186 2.815 2.355 1.748 0.726 0.000 0.000 0.000
   56 5.911 5.885 5.831 5.756 5.665 5.558 5.437 5.300 5.149 4.984 4.804 4.609 4.402 4.184 3.959 3.715 3.430 3.102 2.709 2.217 1.546 0.000 0.000 0.000 0.000
   57 5.885 5.858 5.804 5.729 5.637 5.530 5.407 5.268 5.116 4.947 4.766 4.569 4.355 4.131 3.907 3.653 3.358 3.012 2.600 2.076 1.351 0.000 0.000 0.000 0.000
   58 5.857 5.831 5.776 5.701 5.608 5.501 5.376 5.236 5.082 4.911 4.726 4.524 4.311 4.081 3.848 3.591 3.290 2.930 2.495 1.931 1.091 0.000 0.000 0.000 0.000
   59 5.829 5.802 5.747 5.672 5.579 5.469 5.344 5.203 5.047 4.875 4.688 4.484 4.265 4.033 3.797 3.531 3.219 2.852 2.398 1.794 0.796 0.000 0.000 0.000 0.000
   60 5.801 5.774 5.718 5.643 5.549 5.439 5.312 5.171 5.014 4.839 4.650 4.444 4.223 3.988 3.749 3.476 3.161 2.783 2.314 1.674 0.455 0.000 0.000 0.000 0.000
   61 5.773 5.746 5.690 5.613 5.519 5.409 5.281 5.138 4.982 4.806 4.615 4.406 4.185 3.950 3.708 3.436 3.114 2.729 2.252 1.596 0.000 0.000 0.000 0.000 0.000
   62 5.746 5.719 5.663 5.586 5.491 5.379 5.252 5.109 4.950 4.776 4.585 4.376 4.153 3.915 3.673 3.400 3.082 2.697 2.216 1.556 0.000 0.000 0.000 0.000 0.000
   63 5.721 5.693 5.636 5.559 5.464 5.352 5.225 5.082 4.923 4.749 4.558 4.349 4.128 3.893 3.648 3.379 3.061 2.679 2.210 1.561 0.000 0.000 0.000 0.000 0.000
   64 5.699 5.670 5.613 5.535 5.439 5.328 5.201 5.058 4.899 4.725 4.536 4.332 4.111 3.876 3.634 3.368 3.057 2.686 2.224 1.604 0.368 0.000 0.000 0.000 0.000
   65 5.679 5.650 5.592 5.514 5.418 5.305 5.178 5.037 4.878 4.707 4.520 4.316 4.098 3.868 3.626 3.366 3.062 2.701 2.259 1.675 0.635 0.000 0.000 0.000 0.000
   66 5.662 5.633 5.574 5.496 5.399 5.289 5.162 5.020 4.865 4.693 4.508 4.306 4.092 3.866 3.627 3.370 3.078 2.732 2.308 1.760 0.869 0.000 0.000 0.000 0.000
   67 5.648 5.619 5.560 5.481 5.385 5.274 5.147 5.006 4.854 4.683 4.501 4.303 4.092 3.866 3.635 3.385 3.097 2.765 2.360 1.844 1.067 0.000 0.000 0.000 0.000
   68 5.638 5.609 5.549 5.471 5.375 5.264 5.138 4.999 4.845 4.680 4.500 4.303 4.094 3.872 3.642 3.401 3.123 2.802 2.412 1.924 1.228 0.000 0.000 0.000 0.000
   69 5.632 5.603 5.543 5.464 5.368 5.258 5.132 4.995 4.843 4.679 4.499 4.306 4.100 3.881 3.657 3.419 3.148 2.834 2.460 2.000 1.354 0.000 0.000 0.000 0.000
   70 5.631 5.600 5.541 5.462 5.367 5.256 5.133 4.995 4.843 4.680 4.501 4.313 4.109 3.891 3.666 3.434 3.166 2.859 2.500 2.052 1.445 0.000 0.000 0.000 0.000
   71 5.632 5.602 5.543 5.464 5.369 5.258 5.135 4.998 4.849 4.683 4.509 4.319 4.117 3.901 3.677 3.448 3.187 2.884 2.529 2.089 1.503 0.373 0.000 0.000 0.000
   72 5.638 5.608 5.549 5.470 5.375 5.265 5.140 5.004 4.855 4.692 4.518 4.327 4.126 3.910 3.686 3.457 3.199 2.896 2.541 2.109 1.527 0.464 0.000 0.000 0.000
   73 5.648 5.618 5.559 5.480 5.385 5.275 5.151 5.015 4.864 4.701 4.526 4.336 4.132 3.919 3.695 3.463 3.202 2.898 2.539 2.103 1.517 0.405 0.000 0.000 0.000
   74 5.661 5.631 5.572 5.494 5.399 5.288 5.164 5.027 4.876 4.711 4.535 4.344 4.141 3.922 3.697 3.466 3.198 2.891 2.524 2.080 1.469 0.000 0.000 0.000 0.000
   75 5.677 5.647 5.589 5.510 5.416 5.305 5.181 5.042 4.890 4.724 4.546 4.353 4.147 3.928 3.701 3.463 3.192 2.875 2.496 2.028 1.379 0.000 0.000 0.000 0.000
   76 5.695 5.666 5.608 5.530 5.435 5.324 5.199 5.060 4.907 4.738 4.558 4.361 4.154 3.930 3.700 3.452 3.174 2.846 2.456 1.961 1.290 0.000 0.000 0.000 0.000
   77 5.716 5.688 5.631 5.553 5.457 5.346 5.221 5.080 4.926 4.755 4.573 4.373 4.159 3.935 3.702 3.445 3.157 2.815 2.403 1.870 1.106 0.000 0.000 0.000 0.000
   78 5.739 5.711 5.654 5.577 5.482 5.372 5.245 5.103 4.946 4.776 4.589 4.385 4.169 3.940 3.701 3.441 3.136 2.779 2.344 1.768 0.855 0.000 0.000 0.000 0.000
   79 5.763 5.736 5.679 5.603 5.508 5.397 5.271 5.128 4.971 4.797 4.606 4.402 4.181 3.949 3.704 3.434 3.123 2.748 2.283 1.659 0.485 0.000 0.000 0.000 0.000
   80 5.788 5.761 5.705 5.629 5.535 5.423 5.296 5.153 4.994 4.820 4.629 4.418 4.197 3.959 3.711 3.439 3.114 2.725 2.237 1.581 0.000 0.000 0.000 0.000 0.000
   81 5.813 5.786 5.731 5.656 5.562 5.451 5.324 5.180 5.021 4.845 4.654 4.443 4.217 3.977 3.732 3.450 3.119 2.716 2.213 1.508 0.000 0.000 0.000 0.000 0.000
   82 5.838 5.811 5.757 5.682 5.588 5.480 5.352 5.208 5.050 4.872 4.679 4.468 4.242 4.002 3.757 3.471 3.136 2.730 2.215 1.490 0.000 0.000 0.000 0.000 0.000
   83 5.862 5.836 5.782 5.708 5.615 5.505 5.378 5.236 5.078 4.902 4.709 4.500 4.274 4.037 3.792 3.507 3.175 2.772 2.265 1.557 0.000 0.000 0.000 0.000 0.000
   84 5.885 5.859 5.805 5.732 5.639 5.530 5.404 5.263 5.105 4.931 4.740 4.534 4.310 4.076 3.834 3.555 3.230 2.841 2.357 1.692 0.285 0.000 0.000 0.000 0.000
   85 5.907 5.881 5.827 5.753 5.661 5.553 5.429 5.289 5.134 4.959 4.772 4.568 4.352 4.120 3.884 3.617 3.302 2.931 2.474 1.869 0.877 0.000 0.000 0.000 0.000
   86 5.927 5.900 5.846 5.773 5.681 5.574 5.451 5.313 5.159 4.990 4.808 4.608 4.395 4.171 3.940 3.683 3.385 3.036 2.612 2.072 1.283 0.000 0.000 0.000 0.000
   87 5.944 5.918 5.864 5.790 5.700 5.592 5.471 5.335 5.184 5.019 4.840 4.645 4.439 4.226 3.998 3.754 3.473 3.145 2.759 2.275 1.625 0.218 0.000 0.000 0.000
   88 5.959 5.932 5.879 5.805 5.715 5.609 5.488 5.356 5.209 5.047 4.871 4.685 4.484 4.276 4.057 3.826 3.561 3.255 2.895 2.467 1.915 1.068 0.000 0.000 0.000
   89 5.971 5.944 5.890 5.817 5.727 5.622 5.503 5.371 5.227 5.071 4.899 4.719 4.523 4.323 4.114 3.888 3.637 3.355 3.026 2.634 2.149 1.489 0.000 0.000 0.000
   90 5.980 5.953 5.899 5.825 5.736 5.633 5.516 5.387 5.245 5.090 4.926 4.750 4.558 4.364 4.160 3.947 3.709 3.442 3.135 2.780 2.341 1.783 0.898 0.000 0.000
   91 5.986 5.959 5.904 5.831 5.742 5.640 5.525 5.397 5.258 5.107 4.947 4.772 4.589 4.397 4.202 3.995 3.768 3.514 3.223 2.892 2.491 1.995 1.302 0.000 0.000
   92 5.988 5.961 5.906 5.833 5.745 5.643 5.529 5.404 5.267 5.120 4.960 4.790 4.611 4.422 4.227 4.026 3.812 3.566 3.287 2.971 2.600 2.143 1.539 0.358 0.000
   93 5.987 5.960 5.905 5.832 5.744 5.643 5.531 5.406 5.270 5.123 4.967 4.800 4.621 4.434 4.242 4.048 3.834 3.598 3.326 3.022 2.664 2.234 1.672 0.746 0.000
   94 5.983 5.955 5.900 5.828 5.740 5.639 5.527 5.402 5.266 5.121 4.965 4.797 4.621 4.437 4.245 4.051 3.839 3.604 3.339 3.040 2.686 2.265 1.725 0.863 0.000
   95 5.975 5.947 5.893 5.819 5.732 5.631 5.518 5.393 5.257 5.112 4.954 4.786 4.610 4.424 4.231 4.040 3.829 3.590 3.326 3.022 2.668 2.243 1.694 0.847 0.000
   96 5.964 5.936 5.881 5.807 5.720 5.617 5.504 5.379 5.242 5.095 4.935 4.769 4.588 4.399 4.207 4.009 3.795 3.553 3.280 2.973 2.606 2.159 1.573 0.548 0.000
   97 5.949 5.922 5.867 5.794 5.704 5.602 5.486 5.358 5.220 5.072 4.910 4.740 4.556 4.365 4.166 3.963 3.742 3.489 3.209 2.877 2.489 2.010 1.355 0.000 0.000
   98 5.932 5.905 5.849 5.775 5.686 5.581 5.464 5.334 5.192 5.039 4.875 4.698 4.512 4.315 4.114 3.901 3.667 3.403 3.100 2.749 2.327 1.786 0.981 0.000 0.000
   99 5.912 5.885 5.829 5.755 5.664 5.559 5.438 5.308 5.162 5.004 4.834 4.650 4.459 4.254 4.044 3.818 3.574 3.288 2.963 2.575 2.099 1.478 0.000 0.000 0.000
  100 5.889 5.862 5.807 5.732 5.640 5.533 5.412 5.277 5.126 4.965 4.787 4.601 4.397 4.189 3.965 3.727 3.462 3.155 2.792 2.356 1.822 0.902 0.000 0.000 0.000
  101 5.865 5.838 5.783 5.707 5.615 5.506 5.382 5.243 5.089 4.922 4.739 4.542 4.331 4.112 3.876 3.625 3.337 2.998 2.593 2.077 1.393 0.000 0.000 0.000 0.000
  102 5.839 5.812 5.756 5.681 5.588 5.477 5.351 5.210 5.051 4.878 4.690 4.483 4.262 4.033 3.788 3.518 3.200 2.826 2.360 1.785 0.664 0.000 0.000 0.000 0.000
  103 5.811 5.784 5.729 5.653 5.559 5.448 5.320 5.176 5.014 4.834 4.639 4.426 4.197 3.955 3.701 3.410 3.068 2.647 2.117 1.373 0.000 0.000 0.000 0.000 0.000
  104 5.783 5.757 5.701 5.626 5.531 5.419 5.288 5.142 4.977 4.793 4.592 4.372 4.134 3.883 3.620 3.310 2.942 2.481 1.872 0.861 0.000 0.000 0.000 0.000 0.000
  105 5.755 5.729 5.674 5.598 5.503 5.389 5.258 5.109 4.940 4.757 4.550 4.325 4.082 3.823 3.554 3.231 2.843 2.350 1.673 0.000 0.000 0.000 0.000 0.000 0.000
  106 5.729 5.702 5.647 5.570 5.474 5.361 5.228 5.079 4.909 4.722 4.516 4.287 4.041 3.782 3.505 3.179 2.784 2.277 1.569 0.000 0.000 0.000 0.000 0.000 0.000
  107 5.704 5.677 5.621 5.544 5.448 5.332 5.201 5.050 4.882 4.695 4.487 4.263 4.017 3.758 3.484 3.161 2.769 2.276 1.587 0.000 0.000 0.000 0.000 0.000 0.000
  108 5.683 5.655 5.598 5.520 5.423 5.308 5.176 5.028 4.859 4.676 4.471 4.251 4.007 3.756 3.485 3.175 2.800 2.340 1.707 0.544 0.000 0.000 0.000 0.000 0.000
  109 5.664 5.636 5.578 5.500 5.401 5.287 5.156 5.008 4.842 4.662 4.463 4.246 4.015 3.772 3.506 3.212 2.863 2.442 1.890 1.029 0.000 0.000 0.000 0.000 0.000
  110 5.649 5.620 5.562 5.483 5.385 5.272 5.140 4.995 4.835 4.659 4.466 4.255 4.032 3.797 3.543 3.270 2.949 2.564 2.083 1.415 0.000 0.000 0.000 0.000 0.000
  111 5.639 5.610 5.551 5.471 5.374 5.260 5.132 4.990 4.832 4.661 4.474 4.275 4.059 3.832 3.593 3.333 3.035 2.692 2.272 1.720 0.829 0.000 0.000 0.000 0.000
  112 5.634 5.604 5.544 5.465 5.368 5.256 5.130 4.989 4.839 4.670 4.492 4.297 4.090 3.872 3.644 3.397 3.125 2.808 2.433 1.961 1.303 0.000 0.000 0.000 0.000
  113 5.633 5.603 5.543 5.464 5.368 5.259 5.134 4.997 4.849 4.686 4.512 4.326 4.127 3.914 3.692 3.461 3.206 2.914 2.570 2.154 1.610 0.699 0.000 0.000 0.000
  114 5.638 5.608 5.548 5.469 5.374 5.265 5.144 5.009 4.863 4.705 4.535 4.352 4.158 3.953 3.740 3.517 3.273 2.998 2.681 2.297 1.821 1.129 0.000 0.000 0.000
  115 5.649 5.618 5.558 5.479 5.386 5.277 5.157 5.026 4.880 4.724 4.558 4.381 4.189 3.987 3.777 3.564 3.330 3.062 2.759 2.404 1.957 1.358 0.000 0.000 0.000
  116 5.664 5.633 5.574 5.495 5.402 5.295 5.175 5.044 4.901 4.747 4.581 4.406 4.217 4.018 3.811 3.598 3.370 3.113 2.815 2.463 2.041 1.478 0.462 0.000 0.000
  117 5.683 5.653 5.594 5.516 5.422 5.315 5.197 5.065 4.922 4.770 4.604 4.429 4.241 4.041 3.834 3.624 3.396 3.136 2.841 2.490 2.072 1.514 0.563 0.000 0.000
  118 5.707 5.677 5.618 5.541 5.448 5.341 5.221 5.089 4.945 4.791 4.625 4.448 4.259 4.057 3.850 3.637 3.402 3.142 2.840 2.488 2.054 1.477 0.381 0.000 0.000
  119 5.734 5.705 5.647 5.569 5.476 5.368 5.248 5.116 4.971 4.813 4.644 4.463 4.272 4.069 3.859 3.640 3.399 3.128 2.814 2.442 1.987 1.371 0.000 0.000 0.000
  120 5.764 5.735 5.677 5.600 5.506 5.398 5.277 5.141 4.994 4.834 4.662 4.478 4.282 4.077 3.864 3.632 3.381 3.096 2.763 2.367 1.861 1.164 0.000 0.000 0.000
  121 5.794 5.766 5.709 5.632 5.539 5.430 5.306 5.170 5.019 4.856 4.681 4.491 4.290 4.079 3.855 3.620 3.355 3.049 2.689 2.253 1.727 0.759 0.000 0.000 0.000
  122 5.825 5.798 5.742 5.665 5.572 5.462 5.339 5.200 5.048 4.881 4.700 4.505 4.297 4.081 3.850 3.600 3.319 2.990 2.601 2.113 1.480 0.000 0.000 0.000 0.000
  123 5.856 5.829 5.774 5.698 5.605 5.496 5.370 5.230 5.075 4.904 4.717 4.518 4.304 4.083 3.841 3.580 3.282 2.929 2.502 1.954 1.159 0.000 0.000 0.000 0.000
  124 5.884 5.858 5.804 5.729 5.637 5.527 5.401 5.261 5.102 4.929 4.741 4.534 4.313 4.084 3.842 3.569 3.251 2.873 2.404 1.824 0.713 0.000 0.000 0.000 0.000
  125 5.911 5.885 5.832 5.757 5.665 5.556 5.431 5.287 5.129 4.954 4.761 4.552 4.329 4.094 3.843 3.564 3.233 2.830 2.326 1.675 0.000 0.000 0.000 0.000 0.000
  126 5.934 5.909 5.856 5.783 5.691 5.583 5.457 5.315 5.156 4.980 4.786 4.572 4.346 4.109 3.861 3.573 3.231 2.817 2.291 1.592 0.000 0.000 0.000 0.000 0.000
  127 5.954 5.929 5.877 5.804 5.713 5.604 5.478 5.337 5.178 5.002 4.807 4.596 4.367 4.130 3.884 3.593 3.255 2.837 2.312 1.567 0.000 0.000 0.000 0.000 0.000
  128 5.970 5.945 5.892 5.820 5.729 5.620 5.496 5.355 5.197 5.022 4.829 4.621 4.397 4.162 3.917 3.632 3.297 2.895 2.384 1.675 0.000 0.000 0.000 0.000 0.000
  129 5.981 5.956 5.903 5.831 5.741 5.633 5.508 5.368 5.212 5.040 4.849 4.645 4.426 4.194 3.955 3.676 3.358 2.973 2.496 1.864 0.778 0.000 0.000 0.000 0.000
  130 5.987 5.962 5.909 5.836 5.745 5.638 5.516 5.379 5.223 5.054 4.868 4.668 4.454 4.233 3.994 3.731 3.426 3.069 2.631 2.066 1.222 0.000 0.000 0.000 0.000
  131 5.989 5.963 5.910 5.837 5.747 5.640 5.519 5.382 5.231 5.064 4.884 4.691 4.482 4.266 4.033 3.789 3.497 3.162 2.765 2.269 1.585 0.000 0.000 0.000 0.000
