Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   15 9.677 9.677 9.677 9.677 9.677 9.314 8.915 8.593 8.284 7.965 7.632 7.279 6.894 6.480 6.020 5.506 4.923 4.242 3.413 2.265 0.000 0.000 0.000 0.000 0.000
   16 9.676 9.676 9.676 9.676 9.676 9.302 8.901 8.577 8.265 7.948 7.613 7.262 6.882 6.471 6.019 5.518 4.952 4.300 3.509 2.465 0.000 0.000 0.000 0.000 0.000
   17 9.675 9.675 9.675 9.675 9.675 9.292 8.888 8.562 8.246 7.929 7.597 7.243 6.871 6.460 6.020 5.531 4.982 4.355 3.602 2.634 0.942 0.000 0.000 0.000 0.000
   18 9.674 9.674 9.674 9.674 9.674 9.282 8.873 8.544 8.230 7.910 7.579 7.228 6.858 6.456 6.021 5.539 5.010 4.400 3.685 2.777 1.362 0.000 0.000 0.000 0.000
   19 9.673 9.673 9.673 9.673 9.673 9.276 8.864 8.531 8.214 7.893 7.561 7.214 6.843 6.447 6.018 5.551 5.025 4.433 3.745 2.885 1.614 0.000 0.000 0.000 0.000
   20 9.673 9.673 9.673 9.673 9.673 9.275 8.856 8.521 8.201 7.880 7.548 7.201 6.833 6.439 6.013 5.550 5.037 4.460 3.783 2.951 1.765 0.000 0.000 0.000 0.000
   21 9.672 9.672 9.672 9.672 9.672 9.281 8.853 8.514 8.191 7.870 7.537 7.188 6.821 6.429 6.006 5.546 5.037 4.463 3.797 2.981 1.829 0.000 0.000 0.000 0.000
   22 9.672 9.672 9.672 9.672 9.672 9.295 8.854 8.513 8.186 7.862 7.527 7.178 6.813 6.416 5.996 5.536 5.024 4.450 3.784 2.968 1.816 0.000 0.000 0.000 0.000
   23 9.671 9.671 9.671 9.671 9.671 9.320 8.863 8.513 8.186 7.858 7.521 7.172 6.800 6.403 5.977 5.513 4.998 4.420 3.747 2.915 1.729 0.000 0.000 0.000 0.000
   24 9.671 9.671 9.671 9.671 9.671 9.355 8.876 8.521 8.189 7.859 7.520 7.165 6.790 6.390 5.959 5.486 4.963 4.375 3.683 2.827 1.547 0.000 0.000 0.000 0.000
   25 9.671 9.671 9.671 9.671 9.671 9.402 8.893 8.534 8.197 7.862 7.519 7.159 6.779 6.373 5.933 5.454 4.918 4.312 3.600 2.692 1.269 0.000 0.000 0.000 0.000
   26 9.672 9.672 9.672 9.672 9.672 9.466 8.915 8.549 8.208 7.870 7.524 7.159 6.774 6.358 5.912 5.417 4.871 4.240 3.491 2.523 0.776 0.000 0.000 0.000 0.000
   27 9.672 9.672 9.672 9.672 9.672 9.560 8.938 8.566 8.221 7.882 7.529 7.162 6.767 6.345 5.888 5.380 4.814 4.158 3.367 2.307 0.000 0.000 0.000 0.000 0.000
   28 9.672 9.672 9.672 9.672 9.672 9.672 8.963 8.585 8.238 7.895 7.540 7.166 6.766 6.336 5.867 5.346 4.757 4.072 3.229 2.056 0.000 0.000 0.000 0.000 0.000
   29 9.672 9.672 9.672 9.672 9.672 9.672 8.985 8.602 8.255 7.908 7.551 7.172 6.770 6.333 5.851 5.316 4.706 3.986 3.093 1.775 0.000 0.000 0.000 0.000 0.000
   30 9.673 9.673 9.673 9.673 9.673 9.673 9.002 8.619 8.269 7.922 7.561 7.184 6.775 6.332 5.842 5.294 4.664 3.915 2.965 1.511 0.000 0.000 0.000 0.000 0.000
   31 9.673 9.673 9.673 9.673 9.673 9.673 9.014 8.629 8.282 7.933 7.574 7.194 6.781 6.333 5.837 5.279 4.636 3.862 2.867 1.220 0.000 0.000 0.000 0.000 0.000
   32 9.673 9.673 9.673 9.673 9.673 9.673 9.019 8.636 8.288 7.943 7.584 7.203 6.789 6.340 5.841 5.274 4.625 3.833 2.807 1.002 0.000 0.000 0.000 0.000 0.000
   33 9.673 9.673 9.673 9.673 9.673 9.673 9.015 8.637 8.294 7.950 7.593 7.212 6.800 6.349 5.847 5.283 4.630 3.834 2.797 0.944 0.000 0.000 0.000 0.000 0.000
   34 9.673 9.673 9.673 9.673 9.673 9.673 9.006 8.635 8.294 7.950 7.596 7.219 6.810 6.361 5.862 5.302 4.648 3.867 2.842 1.061 0.000 0.000 0.000 0.000 0.000
   35 9.674 9.674 9.674 9.674 9.674 9.674 8.990 8.627 8.290 7.951 7.598 7.224 6.819 6.377 5.884 5.326 4.690 3.919 2.932 1.296 0.000 0.000 0.000 0.000 0.000
   36 9.674 9.674 9.674 9.674 9.674 9.539 8.971 8.614 8.282 7.947 7.598 7.228 6.826 6.388 5.907 5.365 4.735 3.993 3.047 1.589 0.000 0.000 0.000 0.000 0.000
   37 9.674 9.674 9.674 9.674 9.674 9.453 8.951 8.602 8.274 7.944 7.597 7.232 6.835 6.408 5.932 5.403 4.793 4.080 3.183 1.882 0.000 0.000 0.000 0.000 0.000
   38 9.674 9.674 9.674 9.674 9.674 9.388 8.929 8.589 8.266 7.939 7.597 7.237 6.847 6.425 5.962 5.442 4.855 4.171 3.323 2.154 0.000 0.000 0.000 0.000 0.000
   39 9.674 9.674 9.674 9.674 9.674 9.338 8.907 8.574 8.255 7.933 7.596 7.242 6.858 6.444 5.989 5.485 4.919 4.259 3.461 2.393 0.000 0.000 0.000 0.000 0.000
   40 9.674 9.674 9.674 9.674 9.674 9.294 8.888 8.561 8.247 7.929 7.597 7.246 6.871 6.463 6.020 5.528 4.979 4.345 3.588 2.600 0.811 0.000 0.000 0.000 0.000
   41 9.674 9.674 9.674 9.674 9.674 9.258 8.871 8.550 8.241 7.925 7.597 7.253 6.880 6.481 6.046 5.567 5.031 4.421 3.699 2.775 1.318 0.000 0.000 0.000 0.000
   42 9.674 9.674 9.674 9.674 9.674 9.228 8.856 8.541 8.234 7.924 7.597 7.255 6.890 6.498 6.069 5.603 5.080 4.488 3.792 2.924 1.641 0.000 0.000 0.000 0.000
   43 9.675 9.675 9.675 9.675 9.675 9.205 8.844 8.532 8.231 7.921 7.599 7.263 6.901 6.514 6.095 5.634 5.125 4.548 3.871 3.043 1.878 0.000 0.000 0.000 0.000
   44 9.675 9.675 9.675 9.675 9.675 9.186 8.833 8.526 8.225 7.921 7.603 7.267 6.910 6.526 6.112 5.661 5.159 4.592 3.938 3.138 2.045 0.000 0.000 0.000 0.000
   45 9.675 9.675 9.675 9.675 9.675 9.174 8.827 8.523 8.225 7.921 7.605 7.272 6.919 6.538 6.127 5.679 5.183 4.631 3.984 3.208 2.162 0.000 0.000 0.000 0.000
   46 9.675 9.675 9.675 9.675 9.675 9.164 8.823 8.519 8.223 7.922 7.609 7.276 6.923 6.548 6.139 5.695 5.202 4.650 4.018 3.254 2.229 0.000 0.000 0.000 0.000
   47 9.675 9.675 9.675 9.675 9.675 9.160 8.820 8.519 8.224 7.921 7.610 7.279 6.926 6.553 6.145 5.704 5.211 4.662 4.030 3.271 2.267 0.000 0.000 0.000 0.000
   48 9.676 9.676 9.676 9.676 9.676 9.159 8.821 8.521 8.226 7.924 7.612 7.281 6.931 6.553 6.145 5.703 5.214 4.665 4.033 3.274 2.262 0.000 0.000 0.000 0.000
   49 9.676 9.676 9.676 9.676 9.676 9.164 8.824 8.524 8.228 7.927 7.611 7.280 6.930 6.552 6.143 5.699 5.203 4.650 4.015 3.243 2.210 0.000 0.000 0.000 0.000
   50 9.676 9.676 9.676 9.676 9.676 9.172 8.831 8.529 8.233 7.932 7.616 7.283 6.930 6.547 6.136 5.688 5.189 4.626 3.975 3.187 2.116 0.000 0.000 0.000 0.000
   51 9.676 9.676 9.676 9.676 9.676 9.185 8.840 8.536 8.237 7.934 7.616 7.283 6.925 6.542 6.125 5.667 5.162 4.588 3.922 3.106 1.975 0.000 0.000 0.000 0.000
   52 9.676 9.676 9.676 9.676 9.676 9.202 8.851 8.545 8.244 7.938 7.618 7.282 6.920 6.531 6.108 5.645 5.126 4.541 3.853 3.001 1.768 0.000 0.000 0.000 0.000
   53 9.677 9.677 9.677 9.677 9.677 9.224 8.863 8.554 8.253 7.945 7.623 7.280 6.915 6.518 6.090 5.614 5.085 4.475 3.764 2.860 1.513 0.000 0.000 0.000 0.000
   54 9.677 9.677 9.677 9.677 9.677 9.249 8.880 8.567 8.261 7.951 7.625 7.280 6.908 6.505 6.068 5.579 5.033 4.405 3.656 2.692 1.082 0.000 0.000 0.000 0.000
   55 9.677 9.677 9.677 9.677 9.677 9.281 8.898 8.580 8.271 7.958 7.629 7.278 6.900 6.493 6.044 5.546 4.983 4.327 3.536 2.488 0.000 0.000 0.000 0.000 0.000
   56 9.677 9.677 9.677 9.677 9.677 9.316 8.915 8.593 8.281 7.964 7.630 7.276 6.896 6.477 6.019 5.509 4.923 4.241 3.409 2.260 0.000 0.000 0.000 0.000 0.000
   57 9.677 9.677 9.677 9.677 9.677 9.354 8.933 8.604 8.290 7.969 7.633 7.275 6.887 6.463 5.994 5.467 4.868 4.158 3.273 1.999 0.000 0.000 0.000 0.000 0.000
   58 9.676 9.676 9.676 9.676 9.676 9.396 8.950 8.617 8.298 7.973 7.635 7.272 6.880 6.448 5.972 5.433 4.814 4.079 3.144 1.738 0.000 0.000 0.000 0.000 0.000
   59 9.676 9.676 9.676 9.676 9.676 9.442 8.965 8.625 8.303 7.977 7.632 7.267 6.870 6.435 5.951 5.403 4.770 4.010 3.037 1.490 0.000 0.000 0.000 0.000 0.000
   60 9.676 9.676 9.676 9.676 9.676 9.489 8.976 8.630 8.305 7.973 7.629 7.259 6.859 6.419 5.932 5.377 4.734 3.960 2.965 1.317 0.000 0.000 0.000 0.000 0.000
   61 9.675 9.675 9.675 9.675 9.675 9.534 8.982 8.631 8.301 7.969 7.621 7.251 6.846 6.406 5.916 5.358 4.715 3.941 2.938 1.270 0.000 0.000 0.000 0.000 0.000
   62 9.675 9.675 9.675 9.675 9.675 9.571 8.983 8.626 8.293 7.957 7.609 7.234 6.832 6.394 5.902 5.350 4.714 3.947 2.963 1.367 0.000 0.000 0.000 0.000 0.000
   63 9.674 9.674 9.674 9.674 9.674 9.590 8.978 8.618 8.281 7.943 7.595 7.221 6.818 6.381 5.897 5.348 4.722 3.976 3.034 1.576 0.000 0.000 0.000 0.000 0.000
   64 9.674 9.674 9.674 9.674 9.674 9.574 8.967 8.603 8.267 7.929 7.576 7.204 6.804 6.372 5.891 5.359 4.749 4.032 3.135 1.822 0.000 0.000 0.000 0.000 0.000
   65 9.673 9.673 9.673 9.673 9.673 9.537 8.952 8.588 8.249 7.911 7.561 7.189 6.794 6.365 5.895 5.375 4.786 4.097 3.254 2.077 0.000 0.000 0.000 0.000 0.000
   66 9.672 9.672 9.672 9.672 9.672 9.494 8.933 8.568 8.230 7.891 7.544 7.175 6.785 6.361 5.903 5.399 4.830 4.170 3.379 2.319 0.000 0.000 0.000 0.000 0.000
   67 9.672 9.672 9.672 9.672 9.672 9.452 8.915 8.550 8.212 7.874 7.528 7.162 6.780 6.364 5.915 5.423 4.871 4.243 3.491 2.522 0.741 0.000 0.000 0.000 0.000
   68 9.671 9.671 9.671 9.671 9.671 9.413 8.895 8.533 8.197 7.861 7.517 7.154 6.777 6.366 5.929 5.450 4.910 4.308 3.597 2.693 1.265 0.000 0.000 0.000 0.000
   69 9.671 9.671 9.671 9.671 9.671 9.381 8.880 8.519 8.182 7.848 7.508 7.150 6.775 6.373 5.938 5.471 4.949 4.361 3.680 2.828 1.570 0.000 0.000 0.000 0.000
   70 9.671 9.671 9.671 9.671 9.671 9.357 8.867 8.507 8.174 7.842 7.500 7.148 6.776 6.376 5.950 5.487 4.978 4.404 3.738 2.922 1.761 0.000 0.000 0.000 0.000
   71 9.671 9.671 9.671 9.671 9.671 9.343 8.860 8.502 8.169 7.837 7.499 7.147 6.777 6.383 5.960 5.500 4.998 4.431 3.777 2.977 1.867 0.000 0.000 0.000 0.000
   72 9.671 9.671 9.671 9.671 9.671 9.336 8.857 8.503 8.168 7.838 7.500 7.148 6.778 6.384 5.964 5.507 5.001 4.438 3.787 2.988 1.891 0.000 0.000 0.000 0.000
   73 9.672 9.672 9.672 9.672 9.672 9.340 8.862 8.506 8.173 7.845 7.504 7.153 6.780 6.386 5.963 5.503 4.994 4.427 3.766 2.962 1.831 0.000 0.000 0.000 0.000
   74 9.673 9.673 9.673 9.673 9.673 9.353 8.872 8.517 8.183 7.853 7.513 7.159 6.784 6.388 5.959 5.493 4.977 4.392 3.719 2.887 1.689 0.000 0.000 0.000 0.000
   75 9.674 9.674 9.674 9.674 9.674 9.375 8.887 8.532 8.198 7.866 7.526 7.166 6.788 6.383 5.948 5.469 4.943 4.344 3.641 2.765 1.461 0.000 0.000 0.000 0.000
   76 9.675 9.675 9.675 9.675 9.675 9.404 8.907 8.552 8.217 7.883 7.541 7.180 6.795 6.382 5.936 5.447 4.898 4.278 3.540 2.588 0.986 0.000 0.000 0.000 0.000
   77 9.676 9.676 9.676 9.676 9.676 9.441 8.929 8.574 8.241 7.907 7.561 7.193 6.803 6.385 5.924 5.420 4.850 4.194 3.404 2.347 0.000 0.000 0.000 0.000 0.000
   78 9.677 9.677 9.677 9.677 9.677 9.483 8.954 8.599 8.264 7.928 7.582 7.212 6.817 6.385 5.915 5.389 4.796 4.097 3.242 2.037 0.000 0.000 0.000 0.000 0.000
   79 9.678 9.678 9.678 9.678 9.678 9.524 8.976 8.621 8.289 7.955 7.606 7.235 6.832 6.392 5.911 5.362 4.739 4.001 3.063 1.673 0.000 0.000 0.000 0.000 0.000
   80 9.679 9.679 9.679 9.679 9.679 9.560 8.995 8.644 8.314 7.980 7.631 7.257 6.850 6.404 5.908 5.344 4.691 3.906 2.880 1.144 0.000 0.000 0.000 0.000 0.000
   81 9.679 9.679 9.679 9.679 9.679 9.575 9.007 8.658 8.332 8.000 7.652 7.278 6.870 6.419 5.912 5.335 4.659 3.831 2.722 0.201 0.000 0.000 0.000 0.000 0.000
   82 9.680 9.680 9.680 9.680 9.680 9.558 9.012 8.667 8.343 8.015 7.668 7.294 6.884 6.433 5.923 5.337 4.647 3.794 2.628 0.000 0.000 0.000 0.000 0.000 0.000
   83 9.680 9.680 9.680 9.680 9.680 9.520 9.008 8.669 8.348 8.020 7.675 7.303 6.896 6.445 5.935 5.349 4.658 3.806 2.640 0.000 0.000 0.000 0.000 0.000 0.000
   84 9.680 9.680 9.680 9.680 9.680 9.470 8.996 8.660 8.343 8.019 7.676 7.304 6.902 6.453 5.952 5.375 4.698 3.871 2.754 0.291 0.000 0.000 0.000 0.000 0.000
   85 9.680 9.680 9.680 9.680 9.680 9.416 8.974 8.645 8.331 8.008 7.668 7.303 6.903 6.463 5.973 5.412 4.759 3.974 2.956 1.220 0.000 0.000 0.000 0.000 0.000
   86 9.680 9.680 9.680 9.680 9.680 9.363 8.948 8.624 8.311 7.992 7.654 7.291 6.901 6.471 5.993 5.454 4.841 4.110 3.194 1.833 0.000 0.000 0.000 0.000 0.000
   87 9.680 9.680 9.680 9.680 9.680 9.311 8.918 8.599 8.288 7.970 7.638 7.282 6.900 6.478 6.023 5.510 4.927 4.253 3.432 2.323 0.000 0.000 0.000 0.000 0.000
   88 9.680 9.680 9.680 9.680 9.680 9.262 8.887 8.570 8.263 7.951 7.621 7.271 6.899 6.494 6.050 5.565 5.022 4.398 3.657 2.713 1.158 0.000 0.000 0.000 0.000
   89 9.680 9.680 9.680 9.680 9.680 9.215 8.856 8.545 8.241 7.931 7.607 7.267 6.902 6.510 6.087 5.624 5.108 4.527 3.857 3.029 1.865 0.000 0.000 0.000 0.000
   90 9.679 9.679 9.679 9.679 9.679 9.177 8.827 8.518 8.219 7.913 7.595 7.262 6.904 6.526 6.117 5.676 5.190 4.645 4.021 3.281 2.307 0.000 0.000 0.000 0.000
   91 9.679 9.679 9.679 9.679 9.679 9.145 8.803 8.499 8.201 7.900 7.586 7.258 6.913 6.543 6.149 5.723 5.254 4.741 4.158 3.471 2.615 1.283 0.000 0.000 0.000
   92 9.678 9.678 9.678 9.678 9.678 9.120 8.784 8.483 8.187 7.888 7.581 7.259 6.916 6.557 6.175 5.759 5.310 4.811 4.255 3.611 2.823 1.710 0.000 0.000 0.000
   93 9.678 9.678 9.678 9.678 9.678 9.104 8.772 8.472 8.180 7.883 7.575 7.258 6.923 6.566 6.187 5.783 5.345 4.860 4.319 3.704 2.953 1.938 0.000 0.000 0.000
   94 9.678 9.678 9.678 9.678 9.678 9.099 8.764 8.466 8.173 7.878 7.572 7.255 6.919 6.571 6.195 5.791 5.359 4.878 4.349 3.741 3.008 2.036 0.000 0.000 0.000
   95 9.679 9.679 9.679 9.679 9.679 9.101 8.767 8.468 8.173 7.876 7.571 7.253 6.918 6.564 6.188 5.787 5.349 4.875 4.338 3.726 2.997 2.021 0.000 0.000 0.000
   96 9.679 9.679 9.679 9.679 9.679 9.115 8.775 8.473 8.177 7.878 7.568 7.248 6.911 6.554 6.172 5.762 5.323 4.835 4.291 3.667 2.908 1.875 0.000 0.000 0.000
   97 9.680 9.680 9.680 9.680 9.680 9.141 8.792 8.485 8.188 7.883 7.569 7.243 6.900 6.536 6.148 5.725 5.270 4.771 4.204 3.544 2.738 1.581 0.000 0.000 0.000
   98 9.681 9.681 9.681 9.681 9.681 9.178 8.819 8.506 8.201 7.893 7.573 7.240 6.888 6.510 6.110 5.671 5.199 4.672 4.074 3.367 2.464 0.967 0.000 0.000 0.000
   99 9.682 9.682 9.682 9.682 9.682 9.228 8.852 8.531 8.222 7.907 7.583 7.240 6.876 6.487 6.067 5.607 5.108 4.544 3.890 3.106 2.078 0.000 0.000 0.000 0.000
  100 9.683 9.683 9.683 9.683 9.683 9.293 8.892 8.566 8.249 7.930 7.594 7.242 6.865 6.457 6.016 5.534 4.995 4.382 3.659 2.747 1.357 0.000 0.000 0.000 0.000
  101 9.683 9.683 9.683 9.683 9.683 9.376 8.939 8.604 8.282 7.955 7.612 7.250 6.860 6.433 5.969 5.452 4.866 4.192 3.368 2.288 0.000 0.000 0.000 0.000 0.000
  102 9.684 9.684 9.684 9.684 9.684 9.489 8.987 8.643 8.318 7.986 7.637 7.266 6.858 6.418 5.925 5.368 4.731 3.975 3.006 1.524 0.000 0.000 0.000 0.000 0.000
  103 9.684 9.684 9.684 9.684 9.684 9.684 9.034 8.681 8.349 8.015 7.660 7.281 6.867 6.405 5.886 5.294 4.597 3.741 2.571 0.000 0.000 0.000 0.000 0.000 0.000
  104 9.684 9.684 9.684 9.684 9.684 9.684 9.076 8.711 8.376 8.038 7.681 7.293 6.871 6.395 5.856 5.229 4.479 3.515 2.091 0.000 0.000 0.000 0.000 0.000 0.000
  105 9.684 9.684 9.684 9.684 9.684 9.684 9.104 8.731 8.392 8.050 7.691 7.299 6.871 6.388 5.834 5.182 4.391 3.353 1.673 0.000 0.000 0.000 0.000 0.000 0.000
  106 9.683 9.683 9.683 9.683 9.683 9.683 9.120 8.737 8.394 8.049 7.686 7.294 6.862 6.376 5.813 5.158 4.353 3.304 1.556 0.000 0.000 0.000 0.000 0.000 0.000
  107 9.683 9.683 9.683 9.683 9.683 9.683 9.114 8.725 8.379 8.033 7.668 7.271 6.838 6.355 5.801 5.158 4.381 3.382 1.832 0.000 0.000 0.000 0.000 0.000 0.000
  108 9.682 9.682 9.682 9.682 9.682 9.682 9.089 8.701 8.351 7.999 7.634 7.242 6.812 6.334 5.800 5.183 4.456 3.553 2.281 0.000 0.000 0.000 0.000 0.000 0.000
  109 9.681 9.681 9.681 9.681 9.681 9.681 9.050 8.662 8.311 7.961 7.596 7.206 6.783 6.324 5.811 5.235 4.568 3.766 2.721 0.766 0.000 0.000 0.000 0.000 0.000
  110 9.680 9.680 9.680 9.680 9.680 9.680 9.001 8.618 8.269 7.919 7.558 7.177 6.767 6.324 5.838 5.299 4.689 3.976 3.098 1.840 0.000 0.000 0.000 0.000 0.000
  111 9.679 9.679 9.679 9.679 9.679 9.579 8.948 8.573 8.225 7.882 7.525 7.154 6.756 6.335 5.874 5.370 4.814 4.172 3.416 2.428 0.472 0.000 0.000 0.000 0.000
  112 9.678 9.678 9.678 9.678 9.678 9.424 8.897 8.530 8.188 7.849 7.502 7.140 6.757 6.352 5.917 5.444 4.922 4.341 3.664 2.832 1.621 0.000 0.000 0.000 0.000
  113 9.677 9.677 9.677 9.677 9.677 9.335 8.854 8.494 8.160 7.826 7.487 7.134 6.766 6.375 5.958 5.513 5.021 4.479 3.859 3.119 2.141 0.000 0.000 0.000 0.000
  114 9.676 9.676 9.676 9.676 9.676 9.273 8.822 8.469 8.139 7.813 7.479 7.134 6.776 6.399 5.996 5.564 5.095 4.582 4.000 3.320 2.460 1.074 0.000 0.000 0.000
  115 9.676 9.676 9.676 9.676 9.676 9.232 8.799 8.453 8.128 7.804 7.478 7.140 6.787 6.415 6.024 5.604 5.149 4.650 4.094 3.446 2.650 1.487 0.000 0.000 0.000
  116 9.676 9.676 9.676 9.676 9.676 9.211 8.788 8.446 8.123 7.806 7.480 7.147 6.797 6.429 6.042 5.628 5.180 4.688 4.139 3.508 2.741 1.649 0.000 0.000 0.000
  117 9.677 9.677 9.677 9.677 9.677 9.205 8.790 8.450 8.128 7.808 7.486 7.151 6.803 6.436 6.049 5.632 5.183 4.695 4.143 3.507 2.736 1.640 0.000 0.000 0.000
  118 9.678 9.678 9.678 9.678 9.678 9.216 8.801 8.461 8.141 7.822 7.494 7.158 6.808 6.436 6.042 5.622 5.167 4.664 4.101 3.449 2.644 1.459 0.000 0.000 0.000
  119 9.679 9.679 9.679 9.679 9.679 9.240 8.821 8.481 8.161 7.838 7.510 7.168 6.810 6.432 6.027 5.594 5.125 4.605 4.015 3.331 2.459 1.064 0.000 0.000 0.000
  120 9.680 9.680 9.680 9.680 9.680 9.275 8.851 8.511 8.186 7.863 7.531 7.179 6.814 6.425 6.008 5.557 5.065 4.516 3.888 3.140 2.145 0.000 0.000 0.000 0.000
  121 9.682 9.682 9.682 9.682 9.682 9.319 8.886 8.545 8.221 7.893 7.555 7.199 6.821 6.419 5.987 5.511 4.989 4.400 3.716 2.868 1.682 0.000 0.000 0.000 0.000
  122 9.683 9.683 9.683 9.683 9.683 9.369 8.923 8.582 8.257 7.929 7.586 7.224 6.836 6.418 5.963 5.461 4.902 4.260 3.496 2.504 0.632 0.000 0.000 0.000 0.000
  123 9.685 9.685 9.685 9.685 9.685 9.420 8.959 8.620 8.297 7.967 7.622 7.255 6.857 6.425 5.947 5.414 4.812 4.106 3.235 2.043 0.000 0.000 0.000 0.000 0.000
  124 9.685 9.685 9.685 9.685 9.685 9.466 8.992 8.654 8.334 8.004 7.659 7.287 6.885 6.439 5.941 5.380 4.727 3.946 2.939 1.303 0.000 0.000 0.000 0.000 0.000
  125 9.686 9.686 9.686 9.686 9.686 9.499 9.014 8.681 8.363 8.038 7.693 7.322 6.912 6.455 5.945 5.353 4.659 3.800 2.637 0.000 0.000 0.000 0.000 0.000 0.000
  126 9.686 9.686 9.686 9.686 9.686 9.509 9.026 8.698 8.384 8.059 7.717 7.345 6.935 6.476 5.954 5.346 4.619 3.705 2.398 0.000 0.000 0.000 0.000 0.000 0.000
  127 9.686 9.686 9.686 9.686 9.686 9.494 9.028 8.702 8.390 8.069 7.728 7.356 6.949 6.487 5.965 5.353 4.620 3.685 2.325 0.000 0.000 0.000 0.000 0.000 0.000
  128 9.686 9.686 9.686 9.686 9.686 9.461 9.016 8.693 8.384 8.066 7.726 7.356 6.951 6.495 5.976 5.374 4.654 3.744 2.456 0.000 0.000 0.000 0.000 0.000 0.000
  129 9.685 9.685 9.685 9.685 9.685 9.417 8.997 8.676 8.369 8.050 7.713 7.346 6.941 6.492 5.988 5.408 4.718 3.872 2.725 0.000 0.000 0.000 0.000 0.000 0.000
  130 9.685 9.685 9.685 9.685 9.685 9.369 8.968 8.652 8.343 8.026 7.689 7.327 6.929 6.494 6.004 5.447 4.807 4.033 3.038 1.434 0.000 0.000 0.000 0.000 0.000
  131 9.684 9.684 9.684 9.684 9.684 9.321 8.936 8.621 8.312 7.996 7.662 7.304 6.919 6.492 6.025 5.499 4.900 4.197 3.334 2.118 0.000 0.000 0.000 0.000 0.000
