Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   48 5.714 5.698 5.664 5.618 5.565 5.508 5.443 5.365 5.273 5.168 5.047 4.909 4.750 4.574 4.373 4.147 3.890 3.594 3.250 2.838 2.323 1.618 0.000 0.000 0.000
   49 5.715 5.698 5.665 5.620 5.566 5.508 5.443 5.367 5.275 5.168 5.049 4.911 4.754 4.579 4.378 4.152 3.897 3.605 3.261 2.857 2.351 1.659 0.000 0.000 0.000
   50 5.710 5.694 5.660 5.615 5.561 5.504 5.440 5.362 5.271 5.166 5.045 4.907 4.753 4.577 4.379 4.156 3.902 3.613 3.276 2.876 2.383 1.714 0.228 0.000 0.000
   51 5.700 5.684 5.651 5.605 5.552 5.494 5.430 5.352 5.263 5.157 5.038 4.902 4.745 4.572 4.377 4.154 3.903 3.621 3.285 2.893 2.412 1.765 0.529 0.000 0.000
   52 5.686 5.670 5.636 5.591 5.537 5.480 5.416 5.339 5.248 5.143 5.024 4.888 4.736 4.564 4.371 4.152 3.904 3.619 3.297 2.910 2.442 1.817 0.722 0.000 0.000
   53 5.668 5.651 5.618 5.572 5.518 5.462 5.397 5.321 5.230 5.127 5.006 4.872 4.721 4.551 4.358 4.145 3.897 3.619 3.302 2.922 2.467 1.868 0.867 0.000 0.000
   54 5.645 5.629 5.595 5.549 5.495 5.437 5.374 5.298 5.208 5.105 4.986 4.852 4.700 4.533 4.343 4.127 3.889 3.615 3.297 2.934 2.483 1.906 0.980 0.000 0.000
   55 5.619 5.603 5.569 5.523 5.469 5.411 5.347 5.271 5.182 5.078 4.961 4.827 4.680 4.510 4.323 4.110 3.872 3.605 3.295 2.931 2.497 1.934 1.064 0.000 0.000
   56 5.590 5.574 5.540 5.494 5.441 5.383 5.319 5.241 5.152 5.051 4.934 4.803 4.651 4.486 4.300 4.090 3.855 3.588 3.282 2.926 2.496 1.946 1.113 0.000 0.000
   57 5.559 5.543 5.509 5.463 5.408 5.351 5.286 5.210 5.121 5.018 4.904 4.772 4.623 4.456 4.272 4.065 3.831 3.567 3.265 2.905 2.483 1.943 1.124 0.000 0.000
   58 5.527 5.510 5.476 5.430 5.376 5.318 5.253 5.178 5.089 4.986 4.869 4.737 4.591 4.423 4.239 4.033 3.802 3.534 3.232 2.880 2.459 1.918 1.094 0.000 0.000
   59 5.494 5.477 5.442 5.397 5.342 5.284 5.220 5.142 5.053 4.950 4.833 4.702 4.555 4.388 4.204 3.994 3.760 3.496 3.194 2.842 2.412 1.867 1.015 0.000 0.000
   60 5.461 5.444 5.409 5.362 5.307 5.249 5.185 5.108 5.017 4.915 4.798 4.666 4.517 4.347 4.160 3.954 3.716 3.452 3.142 2.782 2.348 1.781 0.863 0.000 0.000
   61 5.428 5.411 5.376 5.330 5.274 5.215 5.151 5.074 4.983 4.878 4.759 4.626 4.474 4.307 4.117 3.907 3.663 3.395 3.081 2.713 2.262 1.673 0.587 0.000 0.000
   62 5.397 5.380 5.345 5.298 5.242 5.183 5.116 5.039 4.947 4.842 4.721 4.585 4.433 4.261 4.068 3.855 3.607 3.329 3.008 2.624 2.151 1.513 0.000 0.000 0.000
   63 5.368 5.351 5.316 5.268 5.212 5.152 5.086 5.005 4.913 4.805 4.683 4.545 4.391 4.216 4.020 3.798 3.547 3.258 2.922 2.522 2.016 1.293 0.000 0.000 0.000
   64 5.342 5.325 5.289 5.242 5.184 5.124 5.055 4.977 4.883 4.773 4.650 4.507 4.348 4.167 3.966 3.737 3.476 3.176 2.825 2.401 1.853 0.987 0.000 0.000 0.000
   65 5.319 5.302 5.266 5.218 5.160 5.099 5.030 4.948 4.853 4.742 4.613 4.470 4.306 4.122 3.915 3.677 3.406 3.089 2.718 2.262 1.647 0.441 0.000 0.000 0.000
   66 5.300 5.282 5.246 5.198 5.139 5.078 5.009 4.926 4.827 4.715 4.586 4.436 4.270 4.078 3.865 3.618 3.333 3.002 2.604 2.108 1.404 0.000 0.000 0.000 0.000
   67 5.284 5.267 5.230 5.182 5.123 5.060 4.990 4.907 4.806 4.691 4.559 4.407 4.236 4.039 3.814 3.560 3.262 2.913 2.489 1.941 1.096 0.000 0.000 0.000 0.000
   68 5.273 5.256 5.219 5.170 5.110 5.048 4.978 4.891 4.791 4.673 4.540 4.386 4.207 4.004 3.777 3.507 3.199 2.832 2.378 1.774 0.704 0.000 0.000 0.000 0.000
   69 5.266 5.249 5.213 5.163 5.104 5.040 4.970 4.883 4.781 4.661 4.526 4.369 4.188 3.980 3.741 3.468 3.146 2.761 2.281 1.616 0.000 0.000 0.000 0.000 0.000
   70 5.264 5.247 5.210 5.161 5.101 5.038 4.967 4.880 4.776 4.658 4.519 4.360 4.176 3.966 3.724 3.442 3.113 2.714 2.211 1.498 0.000 0.000 0.000 0.000 0.000
   71 5.267 5.249 5.213 5.163 5.104 5.040 4.968 4.881 4.777 4.658 4.519 4.357 4.174 3.963 3.715 3.433 3.098 2.695 2.177 1.440 0.000 0.000 0.000 0.000 0.000
   72 5.273 5.256 5.219 5.170 5.111 5.047 4.976 4.887 4.785 4.666 4.526 4.365 4.181 3.970 3.725 3.440 3.108 2.705 2.191 1.462 0.000 0.000 0.000 0.000 0.000
   73 5.284 5.267 5.231 5.181 5.122 5.059 4.988 4.901 4.799 4.679 4.542 4.381 4.199 3.991 3.749 3.470 3.145 2.749 2.254 1.565 0.000 0.000 0.000 0.000 0.000
   74 5.299 5.281 5.245 5.196 5.137 5.075 5.004 4.918 4.817 4.698 4.563 4.404 4.227 4.022 3.789 3.516 3.201 2.823 2.358 1.726 0.498 0.000 0.000 0.000 0.000
   75 5.317 5.300 5.263 5.214 5.156 5.095 5.025 4.939 4.839 4.723 4.590 4.438 4.264 4.064 3.836 3.579 3.275 2.918 2.483 1.915 1.019 0.000 0.000 0.000 0.000
   76 5.338 5.321 5.285 5.236 5.178 5.116 5.047 4.963 4.866 4.752 4.622 4.473 4.304 4.115 3.893 3.648 3.360 3.025 2.624 2.120 1.403 0.000 0.000 0.000 0.000
   77 5.362 5.345 5.309 5.261 5.204 5.143 5.075 4.994 4.896 4.786 4.659 4.516 4.352 4.168 3.959 3.720 3.452 3.139 2.768 2.312 1.713 0.620 0.000 0.000 0.000
   78 5.388 5.371 5.335 5.288 5.230 5.171 5.105 5.024 4.931 4.821 4.698 4.559 4.400 4.225 4.024 3.798 3.544 3.248 2.907 2.496 1.973 1.201 0.000 0.000 0.000
   79 5.415 5.398 5.363 5.316 5.260 5.201 5.136 5.056 4.966 4.858 4.741 4.603 4.451 4.281 4.088 3.872 3.631 3.349 3.032 2.652 2.188 1.563 0.000 0.000 0.000
   80 5.444 5.427 5.392 5.345 5.290 5.231 5.167 5.091 5.001 4.898 4.781 4.650 4.501 4.333 4.149 3.942 3.708 3.448 3.145 2.789 2.368 1.823 0.966 0.000 0.000
   81 5.473 5.457 5.422 5.376 5.321 5.263 5.199 5.125 5.036 4.935 4.820 4.693 4.546 4.384 4.207 4.006 3.778 3.525 3.238 2.902 2.510 2.013 1.316 0.000 0.000
   82 5.503 5.486 5.452 5.405 5.351 5.294 5.231 5.157 5.071 4.970 4.857 4.730 4.586 4.429 4.254 4.057 3.839 3.594 3.310 2.994 2.619 2.154 1.526 0.000 0.000
   83 5.531 5.514 5.480 5.435 5.382 5.324 5.262 5.187 5.102 5.003 4.890 4.763 4.623 4.469 4.294 4.100 3.883 3.644 3.368 3.052 2.685 2.242 1.652 0.589 0.000
   84 5.559 5.542 5.508 5.463 5.409 5.352 5.290 5.216 5.130 5.031 4.920 4.793 4.654 4.497 4.322 4.131 3.913 3.674 3.402 3.091 2.728 2.285 1.704 0.715 0.000
   85 5.584 5.568 5.534 5.488 5.435 5.378 5.315 5.242 5.156 5.057 4.944 4.817 4.678 4.518 4.346 4.149 3.935 3.689 3.413 3.097 2.730 2.278 1.688 0.649 0.000
   86 5.608 5.592 5.558 5.513 5.459 5.402 5.339 5.265 5.177 5.078 4.965 4.836 4.695 4.533 4.355 4.157 3.936 3.687 3.403 3.079 2.700 2.230 1.603 0.288 0.000
   87 5.629 5.613 5.579 5.533 5.480 5.423 5.360 5.284 5.197 5.094 4.979 4.848 4.703 4.542 4.358 4.154 3.923 3.666 3.375 3.039 2.635 2.134 1.441 0.000 0.000
   88 5.648 5.631 5.598 5.552 5.498 5.440 5.377 5.300 5.211 5.108 4.989 4.857 4.706 4.538 4.348 4.138 3.904 3.637 3.327 2.971 2.537 1.987 1.173 0.000 0.000
   89 5.663 5.646 5.613 5.567 5.512 5.454 5.391 5.311 5.222 5.117 4.996 4.860 4.706 4.533 4.338 4.119 3.871 3.589 3.264 2.876 2.408 1.792 0.688 0.000 0.000
   90 5.674 5.658 5.624 5.578 5.523 5.465 5.400 5.321 5.229 5.121 4.999 4.859 4.700 4.522 4.321 4.092 3.827 3.531 3.183 2.771 2.253 1.521 0.000 0.000 0.000
   91 5.682 5.665 5.632 5.585 5.530 5.472 5.407 5.326 5.231 5.125 4.998 4.855 4.691 4.507 4.300 4.059 3.784 3.474 3.100 2.652 2.066 1.174 0.000 0.000 0.000
   92 5.685 5.669 5.635 5.589 5.534 5.475 5.409 5.329 5.233 5.123 4.994 4.849 4.682 4.493 4.275 4.030 3.746 3.411 3.017 2.529 1.880 0.697 0.000 0.000 0.000
   93 5.684 5.668 5.634 5.588 5.533 5.474 5.406 5.326 5.230 5.118 4.989 4.839 4.670 4.476 4.254 4.000 3.709 3.363 2.947 2.427 1.706 0.000 0.000 0.000 0.000
   94 5.679 5.663 5.629 5.583 5.527 5.469 5.401 5.320 5.224 5.110 4.981 4.831 4.660 4.463 4.238 3.981 3.680 3.327 2.900 2.360 1.592 0.000 0.000 0.000 0.000
   95 5.670 5.653 5.620 5.574 5.518 5.459 5.391 5.310 5.213 5.101 4.969 4.819 4.648 4.451 4.226 3.966 3.668 3.312 2.884 2.340 1.564 0.000 0.000 0.000 0.000
   96 5.656 5.640 5.605 5.559 5.504 5.444 5.377 5.295 5.200 5.086 4.958 4.806 4.638 4.440 4.219 3.962 3.667 3.318 2.898 2.373 1.635 0.000 0.000 0.000 0.000
   97 5.638 5.622 5.588 5.541 5.486 5.426 5.360 5.279 5.181 5.071 4.942 4.794 4.628 4.436 4.215 3.967 3.682 3.344 2.946 2.450 1.784 0.409 0.000 0.000 0.000
   98 5.616 5.600 5.566 5.519 5.464 5.405 5.337 5.257 5.163 5.053 4.926 4.783 4.617 4.430 4.220 3.979 3.704 3.387 3.009 2.553 1.958 0.999 0.000 0.000 0.000
   99 5.592 5.575 5.541 5.494 5.439 5.380 5.314 5.234 5.140 5.031 4.908 4.767 4.606 4.427 4.226 3.995 3.730 3.434 3.086 2.666 2.135 1.377 0.000 0.000 0.000
  100 5.564 5.547 5.513 5.466 5.412 5.352 5.286 5.207 5.115 5.010 4.889 4.750 4.596 4.423 4.228 4.009 3.761 3.479 3.154 2.770 2.298 1.664 0.390 0.000 0.000
  101 5.534 5.517 5.482 5.436 5.381 5.322 5.258 5.180 5.090 4.987 4.868 4.736 4.585 4.417 4.231 4.021 3.783 3.519 3.213 2.857 2.427 1.882 1.035 0.000 0.000
  102 5.502 5.485 5.451 5.404 5.350 5.292 5.227 5.152 5.063 4.960 4.848 4.716 4.570 4.408 4.227 4.026 3.802 3.545 3.258 2.922 2.526 2.034 1.336 0.000 0.000
  103 5.469 5.452 5.418 5.372 5.317 5.259 5.196 5.121 5.033 4.932 4.819 4.694 4.553 4.394 4.219 4.021 3.804 3.561 3.282 2.966 2.587 2.130 1.512 0.000 0.000
  104 5.436 5.419 5.384 5.338 5.284 5.227 5.163 5.089 5.003 4.902 4.793 4.668 4.527 4.373 4.198 4.007 3.793 3.554 3.281 2.974 2.611 2.173 1.591 0.508 0.000
  105 5.404 5.387 5.352 5.305 5.251 5.193 5.130 5.055 4.969 4.872 4.759 4.634 4.497 4.344 4.172 3.981 3.767 3.528 3.259 2.951 2.593 2.159 1.582 0.528 0.000
  106 5.373 5.356 5.321 5.274 5.220 5.162 5.099 5.023 4.937 4.836 4.725 4.601 4.459 4.305 4.133 3.936 3.725 3.486 3.214 2.902 2.536 2.088 1.488 0.000 0.000
  107 5.345 5.328 5.292 5.246 5.190 5.132 5.068 4.990 4.904 4.802 4.689 4.562 4.420 4.261 4.083 3.886 3.664 3.418 3.139 2.815 2.435 1.957 1.282 0.000 0.000
  108 5.320 5.303 5.267 5.220 5.164 5.104 5.039 4.960 4.871 4.769 4.649 4.520 4.371 4.209 4.025 3.821 3.594 3.333 3.038 2.695 2.277 1.746 0.903 0.000 0.000
  109 5.299 5.282 5.245 5.197 5.141 5.079 5.013 4.933 4.842 4.734 4.615 4.476 4.324 4.154 3.962 3.746 3.505 3.230 2.909 2.533 2.065 1.427 0.000 0.000 0.000
  110 5.283 5.265 5.229 5.180 5.123 5.061 4.993 4.910 4.815 4.706 4.581 4.438 4.277 4.096 3.892 3.663 3.402 3.106 2.754 2.330 1.778 0.898 0.000 0.000 0.000
  111 5.272 5.255 5.218 5.168 5.110 5.049 4.977 4.893 4.794 4.680 4.549 4.399 4.233 4.041 3.825 3.577 3.296 2.964 2.575 2.079 1.387 0.000 0.000 0.000 0.000
  112 5.267 5.249 5.213 5.163 5.104 5.040 4.969 4.882 4.782 4.662 4.527 4.370 4.194 3.992 3.761 3.495 3.187 2.823 2.377 1.784 0.770 0.000 0.000 0.000 0.000
  113 5.268 5.250 5.213 5.164 5.104 5.040 4.967 4.879 4.775 4.654 4.512 4.351 4.165 3.951 3.706 3.421 3.086 2.683 2.169 1.436 0.000 0.000 0.000 0.000 0.000
  114 5.275 5.257 5.220 5.170 5.110 5.046 4.973 4.884 4.778 4.653 4.510 4.342 4.148 3.929 3.669 3.369 3.007 2.565 1.982 1.052 0.000 0.000 0.000 0.000 0.000
  115 5.287 5.270 5.234 5.183 5.123 5.059 4.985 4.897 4.790 4.665 4.518 4.347 4.151 3.922 3.656 3.343 2.964 2.493 1.861 0.702 0.000 0.000 0.000 0.000 0.000
  116 5.305 5.288 5.252 5.201 5.142 5.078 5.004 4.916 4.807 4.682 4.536 4.364 4.168 3.938 3.670 3.353 2.971 2.490 1.842 0.602 0.000 0.000 0.000 0.000 0.000
  117 5.328 5.311 5.274 5.225 5.165 5.101 5.029 4.939 4.833 4.710 4.565 4.395 4.198 3.974 3.708 3.401 3.030 2.566 1.949 0.899 0.000 0.000 0.000 0.000 0.000
  118 5.355 5.338 5.301 5.253 5.194 5.130 5.057 4.970 4.866 4.743 4.602 4.436 4.247 4.028 3.774 3.480 3.128 2.697 2.148 1.319 0.000 0.000 0.000 0.000 0.000
  119 5.386 5.368 5.333 5.284 5.225 5.163 5.092 5.006 4.903 4.785 4.645 4.489 4.305 4.097 3.858 3.582 3.257 2.868 2.388 1.732 0.368 0.000 0.000 0.000 0.000
  120 5.418 5.401 5.366 5.318 5.260 5.198 5.128 5.044 4.945 4.829 4.697 4.545 4.374 4.174 3.952 3.692 3.397 3.052 2.632 2.100 1.323 0.000 0.000 0.000 0.000
  121 5.453 5.436 5.400 5.353 5.296 5.235 5.168 5.086 4.989 4.877 4.752 4.607 4.443 4.256 4.049 3.811 3.543 3.230 2.863 2.415 1.829 0.865 0.000 0.000 0.000
  122 5.488 5.471 5.436 5.389 5.333 5.273 5.208 5.128 5.035 4.929 4.806 4.669 4.513 4.340 4.142 3.925 3.678 3.393 3.067 2.680 2.203 1.551 0.000 0.000 0.000
  123 5.522 5.505 5.471 5.424 5.370 5.311 5.247 5.170 5.081 4.978 4.861 4.730 4.581 4.416 4.232 4.025 3.798 3.538 3.239 2.895 2.482 1.968 1.214 0.000 0.000
  124 5.555 5.539 5.504 5.459 5.406 5.347 5.285 5.210 5.124 5.023 4.911 4.783 4.642 4.485 4.310 4.116 3.898 3.656 3.379 3.068 2.701 2.253 1.668 0.629 0.000
  125 5.586 5.569 5.535 5.491 5.437 5.381 5.319 5.248 5.162 5.067 4.956 4.833 4.697 4.546 4.377 4.189 3.981 3.753 3.488 3.200 2.859 2.456 1.949 1.219 0.000
  126 5.613 5.597 5.563 5.519 5.467 5.410 5.349 5.277 5.193 5.099 4.992 4.872 4.738 4.592 4.429 4.244 4.043 3.819 3.569 3.289 2.965 2.588 2.124 1.496 0.000
  127 5.636 5.620 5.587 5.542 5.490 5.435 5.374 5.304 5.221 5.128 5.021 4.903 4.769 4.623 4.463 4.281 4.083 3.862 3.620 3.345 3.024 2.661 2.210 1.626 0.557
  128 5.655 5.639 5.605 5.561 5.509 5.453 5.394 5.322 5.241 5.146 5.041 4.923 4.789 4.640 4.480 4.298 4.104 3.883 3.637 3.361 3.045 2.678 2.231 1.643 0.599
  129 5.669 5.653 5.620 5.575 5.523 5.467 5.408 5.335 5.252 5.157 5.048 4.930 4.796 4.650 4.484 4.302 4.098 3.873 3.627 3.344 3.019 2.643 2.183 1.560 0.202
  130 5.678 5.661 5.628 5.583 5.531 5.476 5.414 5.341 5.256 5.159 5.050 4.930 4.793 4.640 4.473 4.282 4.078 3.846 3.589 3.294 2.952 2.553 2.056 1.355 0.000
  131 5.681 5.664 5.631 5.586 5.533 5.477 5.414 5.341 5.255 5.156 5.043 4.918 4.779 4.623 4.445 4.251 4.036 3.794 3.522 3.210 2.848 2.409 1.851 0.974 0.000
